...1,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,left,right,masked_left,masked_full,need_to_predict,left_bert_is_singular,full_bert_is_singular,left_bert_is_singular_score,left_bert_is_plural_score,full_bert_is_singular_score,full_bert_is_plural_score,verb_correct_delta,verb_correct_delta2
445,6,56,2,P,S,S,S_P-S,Моторы для лодки был заказан с учётом пожеланий рыбаков.,Моторы для лодки,был заказан с учётом пожеланий рыбаков.,Моторы для лодки [MASK],Моторы для лодки [MASK] [MASK] с учётом пожеланий рыбаков.,был заказан,FALSE,FALSE,-1.68626070022583,-0.15211570262908936,7.706934928894043,13.330890655517578,1.5341449975967407,-0.15211570262908936
447,8,56,2,P,P,S,S_P-P,Моторы для лодок был заказан с учётом пожеланий рыбаков.,Моторы для лодок,был заказан с учётом пожеланий рыбаков.,Моторы для лодок [MASK],Моторы для лодок [MASK] [MASK] с учётом пожеланий рыбаков.,был заказан,FALSE,FALSE,-2.0667006969451904,-0.21166646480560303,7.071150779724121,12.767172813415527,1.8550342321395874,-0.21166646480560303
448,1,57,2,S,S,S,S_S-S,Мяч для игры был разработан для детских дошкольных учреждений.,Мяч для игры,был разработан для детских дошкольных учреждений.,Мяч для игры [MASK],Мяч для игры [MASK] [MASK] для детских дошкольных учреждений.,был разработан,TRUE,TRUE,1.6348068714141846,-2.460973739624023,10.491278648376465,4.980998516082764,4.095780611038208,1.6348068714141846
450,3,57,2,S,P,S,S_S-P,Мяч для игр был разработан для детских дошкольных учреждений.,Мяч для игр,был разработан для детских дошкольных учреждений.,Мяч для игр [MASK],Мяч для игр [MASK] [MASK] для детских дошкольных учреждений.,был разработан,TRUE,TRUE,1.492654800415039,-2.434113025665283,9.3253812789917,3.94834041595459,3.9267678260803223,1.492654800415039
452,5,57,2,P,S,S,S_P-S,Мячи для игры был разработан для детских дошкольных учреждений.,Мячи для игры,был разработан для детских дошкольных учреждений.,Мячи для игры [MASK],Мячи для игры [MASK] [MASK] для детских дошкольных учреждений.,был разработан,FALSE,FALSE,-0.2877228856086731,1.2375586032867432,5.680191993713379,10.892614364624023,1.5252814888954163,1.2375586032867432
454,7,57,2,P,P,S,S_P-P,Мячи для игр был разработан для детских дошкольных учреждений.,Мячи для игр,был разработан для детских дошкольных учреждений.,Мячи для игр [MASK],Мячи для игр [MASK] [MASK] для детских дошкольных учреждений.,был разработан,FALSE,FALSE,-0.37027043104171753,0.5281575918197632,5.19561243057251,9.943840026855469,0.8984280228614807,0.5281575918197632
457,2,58,2,S,P,S,S_S-P,Перелом из-за падений был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падений,был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падений [MASK],Перелом из-за падений [MASK] [MASK] из-за преклонного возраста альпиниста.,был тяжелым,TRUE,TRUE,3.3783140182495117,-0.8987056016921997,9.255621910095217,4.098068714141846,4.277019619941711,3.3783140182495117
459,4,58,2,P,S,S,S_P-S,Переломы из-за падения был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падения,был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падения [MASK],Переломы из-за падения [MASK] [MASK] из-за преклонного возраста альпиниста.,был тяжелым,FALSE,FALSE,0.7821689248085022,3.3940720558166504,3.4705350399017334,10.420295715332031,2.611903131008148,3.3940720558166504
461,6,58,2,P,P,S,S_P-P,Переломы из-за падений был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падений,был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падений [MASK],Переломы из-за падений [MASK] [MASK] из-за преклонного возраста альпиниста.,был тяжелым,FALSE,FALSE,2.1657209396362305,4.6064982414245605,4.505127429962158,10.55992317199707,2.44077730178833,4.6064982414245605
463,8,58,2,S,S,S,S_S-S,Перелом из-за падения был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падения,был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падения [MASK],Перелом из-за падения [MASK] [MASK] из-за преклонного возраста альпиниста.,был тяжелым,TRUE,TRUE,2.7347159385681152,-0.04598617553710937,10.858716011047363,4.67213773727417,2.7807021141052246,2.7347159385681152
464,1,59,2,S,P,S,S_S-P,Пристань для яхт была мокрой из-за высоких штормовых волн.,Пристань для яхт,была мокрой из-за высоких штормовых волн.,Пристань для яхт [MASK],Пристань для яхт [MASK] [MASK] из-за высоких штормовых волн.,была мокрой,TRUE,TRUE,-0.7860233187675476,-3.6320409774780273,10.31628704071045,2.6464242935180664,2.8460176587104797,-0.7860233187675476
466,3,59,2,P,S,S,S_P-S,Пристани для яхты была мокрой из-за высоких штормовых волн.,Пристани для яхты,была мокрой из-за высоких штормовых волн.,Пристани для яхты [MASK],Пристани для яхты [MASK] [MASK] из-за высоких штормовых волн.,была мокрой,FALSE,FALSE,-0.37352144718170166,0.28835994005203247,6.509425163269043,11.356348037719728,0.6618813872337341,0.28835994005203247
468,5,59,2,P,P,S,S_P-P,Пристани для яхт была мокрой из-за высоких штормовых волн.,Пристани для яхт,была мокрой из-за высоких штормовых волн.,Пристани для яхт [MASK],Пристани для яхт [MASK] [MASK] из-за высоких штормовых волн.,была мокрой,FALSE,FALSE,0.9426299929618835,1.8414298295974731,5.111807346343994,9.931692123413086,0.8987998366355896,1.8414298295974731
470,7,59,2,S,S,S,S_S-S,Пристань для яхты была мокрой из-за высоких штормовых волн.,Пристань для яхты,была мокрой из-за высоких штормовых волн.,Пристань для яхты [MASK],Пристань для яхты [MASK] [MASK] из-за высоких штормовых волн.,была мокрой,TRUE,TRUE,-0.23549601435661316,-3.684328556060791,11.406871795654297,3.564455986022949,3.448832541704178,-0.23549601435661316
473,2,60,2,P,S,S,S_P-S,Пропуски из-за травмы был согласован с главным врачом команды.,Пропуски из-за травмы,был согласован с главным врачом команды.,Пропуски из-за травмы [MASK],Пропуски из-за травмы [MASK] [MASK] с главным врачом команды.,был согласован,FALSE,FALSE,1.1999235153198242,3.2753376960754395,6.674572467803955,10.304265975952148,2.0754141807556152,3.2753376960754395
475,4,60,2,P,P,S,S_P-P,Пропуски из-за травм был согласован с главным врачом команды.,Пропуски из-за травм,был согласован с главным врачом команды.,Пропуски из-за травм [MASK],Пропуски из-за травм [MASK] [MASK] с главным врачом команды.,был согласован,FALSE,FALSE,2.400192975997925,4.797971248626709,6.980905055999756,10.44607925415039,2.397778272628784,4.797971248626709
477,6,60,2,S,S,S,S_S-S,Пропуск из-за травмы был согласован с главным врачом команды.,Пропуск из-за травмы,был согласован с главным врачом команды.,Пропуск из-за травмы [MASK],Пропуск из-за травмы [MASK] [MASK] с главным врачом команды.,был согласован,TRUE,TRUE,4.0369696617126465,-0.13213923573493958,11.129183769226074,7.099694728851318,4.169108897447586,4.0369696617126465
479,8,60,2,S,P,S,S_S-P,Пропуск из-за травм был согласован с главным врачом команды.,Пропуск из-за травм,был согласован с главным врачом команды.,Пропуск из-за травм [MASK],Пропуск из-за травм [MASK] [MASK] с главным врачом команды.,был согласован,TRUE,TRUE,5.461668491363525,0.8195834159851074,11.55802059173584,7.680886745452881,4.642085075378418,5.461668491363525
480,1,61,2,P,S,S,S_P-S,Рассказы об аварии был приукрашен для усиления эмоционального напряжения.,Рассказы об аварии,был приукрашен для усиления эмоционального напряжения.,Рассказы об аварии [MASK],Рассказы об аварии [MASK] [MASK] для усиления эмоционального напряжения.,был приукрашен,FALSE,FALSE,0.7660694718360901,2.144186019897461,4.681480884552002,11.129439353942873,1.3781165480613708,2.144186019897461
482,3,61,2,P,P,S,S_P-P,Рассказы об авариях был приукрашен для усиления эмоционального напряжения.,Рассказы об авариях,был приукрашен для усиления эмоционального напряжения.,Рассказы об авариях [MASK],Рассказы об авариях [MASK] [MASK] для усиления эмоционального напряжения.,был приукрашен,FALSE,FALSE,0.02305173873901367,1.3027031421661377,4.237174034118652,10.54002571105957,1.279651403427124,1.3027031421661377
484,5,61,2,S,S,S,S_S-S,Рассказ об аварии был приукрашен для усиления эмоционального напряжения.,Рассказ об аварии,был приукрашен для усиления эмоционального напряжения.,Рассказ об аварии [MASK],Рассказ об аварии [MASK] [MASK] для усиления эмоционального напряжения.,был приукрашен,TRUE,TRUE,2.105583667755127,-1.1765795946121216,10.93529224395752,5.556816101074219,3.2821632623672485,2.105583667755127
486,7,61,2,S,P,S,S_S-P,Рассказ об авариях был приукрашен для усиления эмоционального напряжения.,Рассказ об авариях,был приукрашен для усиления эмоционального напряжения.,Рассказ об авариях [MASK],Рассказ об авариях [MASK] [MASK] для усиления эмоционального напряжения.,был приукрашен,TRUE,TRUE,1.182765245437622,-0.19699198007583615,10.363882064819336,6.497781276702881,1.3797572255134583,1.182765245437622
489,2,62,2,P,P,S,S_P-P,Репортажи для газет был написан после разрешения публичной огласки.,Репортажи для газет,был написан после разрешения публичной огласки.,Репортажи для газет [MASK],Репортажи для газет [MASK] [MASK] после разрешения публичной огласки.,был написан,FALSE,FALSE,-1.2398746013641355,0.2278655767440796,4.649807453155518,10.750411987304688,1.467740178108215,0.2278655767440796
491,4,62,2,S,S,S,S_S-S,Репортаж для газеты был написан после разрешения публичной огласки.,Репортаж для газеты,был написан после разрешения публичной огласки.,Репортаж для газеты [MASK],Репортаж для газеты [MASK] [MASK] после разрешения публичной огласки.,был написан,TRUE,TRUE,-3.5660555362701416,-5.6325507164001465,10.301983833312988,4.378339767456055,2.066495180130005,-3.5660555362701416
493,6,62,2,S,P,S,S_S-P,Репортаж для газет был написан после разрешения публичной огласки.,Репортаж для газет,был написан после разрешения публичной огласки.,Репортаж для газет [MASK],Репортаж для газет [MASK] [MASK] после разрешения публичной огласки.,был написан,TRUE,TRUE,-0.5685831308364868,-1.6204664707183838,10.412543296813965,5.401475429534912,1.051883339881897,-0.5685831308364868
495,8,62,2,P,S,S,S_P-S,Репортажи для газеты был написан после разрешения публичной огласки.,Репортажи для газеты,был написан после разрешения публичной огласки.,Репортажи для газеты [MASK],Репортажи для газеты [MASK] [MASK] после разрешения публичной огласки.,был написан,FALSE,FALSE,-3.2626917362213135,-3.234438896179199,4.272427558898926,10.563888549804688,0.028252840042114258,-3.234438896179199
496,1,63,2,P,P,S,S_P-P,Скандалы из-за статей был масштабным в глазах непосредственных участников.,Скандалы из-за статей,был масштабным в глазах непосредственных участников.,Скандалы из-за статей [MASK],Скандалы из-за статей [MASK] [MASK] в глазах непосредственных участников.,был масштабным,FALSE,FALSE,-0.13734358549118042,2.441251754760742,3.604592800140381,9.493905067443848,2.5785953402519226,2.441251754760742
498,3,63,2,S,S,S,S_S-S,Скандал из-за статьи был масштабным в глазах непосредственных участников.,Скандал из-за статьи,был масштабным в глазах непосредственных участников.,Скандал из-за статьи [MASK],Скандал из-за статьи [MASK] [MASK] в глазах непосредственных участников.,был масштабным,TRUE,TRUE,0.3461775779724121,-2.167710304260254,8.957805633544922,2.568787097930908,2.513887882232666,0.3461775779724121
500,5,63,2,S,P,S,S_S-P,Скандал из-за статей был масштабным в глазах непосредственных участников.,Скандал из-за статей,был масштабным в глазах непосредственных участников.,Скандал из-за статей [MASK],Скандал из-за статей [MASK] [MASK] в глазах непосредственных участников.,был масштабным,TRUE,TRUE,2.787281036376953,0.7052028179168701,9.286425590515137,3.5283889770507813,2.082078218460083,2.787281036376953
502,7,63,2,P,S,S,S_P-S,Скандалы из-за статьи был масштабным в глазах непосредственных участников.,Скандалы из-за статьи,был масштабным в глазах непосредственных участников.,Скандалы из-за статьи [MASK],Скандалы из-за статьи [MASK] [MASK] в глазах непосредственных участников.,был масштабным,FALSE,FALSE,-1.4255294799804688,-0.28542232513427734,2.548680305480957,8.595364570617676,1.1401071548461914,-0.28542232513427734
505,2,64,2,S,S,S,S_S-S,Скидка от авиакомпании была беспрецедентной из-за недавнего крушения самолёта.,Скидка от авиакомпании,была беспрецедентной из-за недавнего крушения самолёта.,Скидка от авиакомпании [MASK],Скидка от авиакомпании [MASK] [MASK] из-за недавнего крушения самолёта.,была беспрецедентной,TRUE,TRUE,0.7620912194252014,-3.5296883583068848,9.396601676940918,3.723005771636963,4.291779577732086,0.7620912194252014
507,4,64,2,S,P,S,S_S-P,Скидка от авиакомпаний была беспрецедентной из-за недавнего крушения самолёта.,Скидка от авиакомпаний,была беспрецедентной из-за недавнего крушения самолёта.,Скидка от авиакомпаний [MASK],Скидка от авиакомпаний [MASK] [MASK] из-за недавнего крушения самолёта.,была беспрецедентной,TRUE,TRUE,4.108076095581055,0.6315517425537109,12.072080612182615,7.643129348754883,3.4765243530273438,4.108076095581055
509,6,64,2,P,S,S,S_P-S,Скидки от авиакомпании была беспрецедентной из-за недавнего крушения самолёта.,Скидки от авиакомпании,была беспрецедентной из-за недавнего крушения самолёта.,Скидки от авиакомпании [MASK],Скидки от авиакомпании [MASK] [MASK] из-за недавнего крушения самолёта.,была беспрецедентной,FALSE,FALSE,-1.568622589111328,0.8941267728805542,4.636172771453857,10.060742378234863,2.4627493619918823,0.8941267728805542
511,8,64,2,P,P,S,S_P-P,Скидки от авиакомпаний была беспрецедентной из-за недавнего крушения самолёта.,Скидки от авиакомпаний,была беспрецедентной из-за недавнего крушения самолёта.,Скидки от авиакомпаний [MASK],Скидки от авиакомпаний [MASK] [MASK] из-за недавнего крушения самолёта.,была беспрецедентной,FALSE,FALSE,0.14850890636444092,3.678686618804931,5.989927768707275,11.76933479309082,3.5301777124404903,3.678686618804931
