,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,left,right,p_w1,p_w2,p_phrase,compatibility_score,leftA,rightA,p_w1A,p_w2A,compatibility_scoreA
411,4.0,52.0,2.0,P,P,S,S_P-P,Лимузины для свадеб был белым с яркими розовыми бантами.,Лимузины для свадеб,был белым с яркими розовыми бантами.,-27.375,-49.71875,-75.0,2.09375,Лимузины для свадеб был,белым с яркими розовыми бантами.,-41.9375,-49.25,16.1875
412,5.0,52.0,2.0,P,P,P,P_P-P,Лимузины для свадеб были белыми с яркими розовыми бантами.,Лимузины для свадеб,были белыми с яркими розовыми бантами.,-27.375,-47.3125,-70.75,3.9375,Лимузины для свадеб были,белыми с яркими розовыми бантами.,-38.03125,-47.28125,14.5625
413,6.0,52.0,2.0,S,S,S,S_S-S,Лимузин для свадьбы был белым с яркими розовыми бантами.,Лимузин для свадьбы,был белым с яркими розовыми бантами.,-28.234375,-49.71875,-68.3125,9.640625,Лимузин для свадьбы был,белым с яркими розовыми бантами.,-37.625,-49.25,18.5625
414,7.0,52.0,2.0,S,S,P,P_S-S,Лимузин для свадьбы были белыми с яркими розовыми бантами.,Лимузин для свадьбы,были белыми с яркими розовыми бантами.,-28.234375,-47.3125,-73.1875,2.359375,Лимузин для свадьбы были,белыми с яркими розовыми бантами.,-43.09375,-47.28125,17.1875
415,8.0,52.0,2.0,S,P,S,S_S-P,Лимузин для свадеб был белым с яркими розовыми бантами.,Лимузин для свадеб,был белым с яркими розовыми бантами.,-28.5,-49.71875,-70.0625,8.15625,Лимузин для свадеб был,белым с яркими розовыми бантами.,-38.21875,-49.25,17.40625
416,1.0,53.0,2.0,P,S,S,S_P-S,Лозунги из листовки был придуман с целью привлечения внимания.,Лозунги из листовки,был придуман с целью привлечения внимания.,-31.453125,-39.78125,-69.9375,1.296875,Лозунги из листовки был,придуман с целью привлечения внимания.,-44.03125,-39.46875,13.5625
417,2.0,53.0,2.0,P,S,P,P_P-S,Лозунги из листовки были придуманы с целью привлечения внимания.,Лозунги из листовки,были придуманы с целью привлечения внимания.,-31.453125,-39.96875,-61.875,9.546875,Лозунги из листовки были,придуманы с целью привлечения внимания.,-37.6875,-38.84375,14.65625
418,3.0,53.0,2.0,P,P,S,S_P-P,Лозунги из листовок был придуман с целью привлечения внимания.,Лозунги из листовок,был придуман с целью привлечения внимания.,-30.5,-39.78125,-69.75,0.53125,Лозунги из листовок был,придуман с целью привлечения внимания.,-43.59375,-39.46875,13.3125
419,4.0,53.0,2.0,P,P,P,P_P-P,Лозунги из листовок были придуманы с целью привлечения внимания.,Лозунги из листовок,были придуманы с целью привлечения внимания.,-30.5,-39.96875,-61.5625,8.90625,Лозунги из листовок были,придуманы с целью привлечения внимания.,-36.6875,-38.84375,13.96875
420,5.0,53.0,2.0,S,S,S,S_S-S,Лозунг из листовки был придуман с целью привлечения внимания.,Лозунг из листовки,был придуман с целью привлечения внимания.,-31.296875,-39.78125,-61.96875,9.109375,Лозунг из листовки был,придуман с целью привлечения внимания.,-38.15625,-39.46875,15.65625
421,6.0,53.0,2.0,S,S,P,P_S-S,Лозунг из листовки были придуманы с целью привлечения внимания.,Лозунг из листовки,были придуманы с целью привлечения внимания.,-31.296875,-39.96875,-70.3125,0.953125,Лозунг из листовки были,придуманы с целью привлечения внимания.,-44.125,-38.84375,12.65625
422,7.0,53.0,2.0,S,P,S,S_S-P,Лозунг из листовок был придуман с целью привлечения внимания.,Лозунг из листовок,был придуман с целью привлечения внимания.,-33.53125,-39.78125,-64.1875,9.125,Лозунг из листовок был,придуман с целью привлечения внимания.,-39.9375,-39.46875,15.21875
423,8.0,53.0,2.0,S,P,P,P_S-P,Лозунг из листовок были придуманы с целью привлечения внимания.,Лозунг из листовок,были придуманы с целью привлечения внимания.,-33.53125,-39.96875,-72.1875,1.3125,Лозунг из листовок были,придуманы с целью привлечения внимания.,-45.40625,-38.84375,12.0625
424,1.0,54.0,2.0,P,S,P,P_P-S,Массовки для съемки были набраны из числа местных студентов.,Массовки для съемки,были набраны из числа местных студентов.,-32.25,-42.1875,-59.125,15.3125,Массовки для съемки были,набраны из числа местных студентов.,-39.0,-42.4375,22.3125
425,2.0,54.0,2.0,P,P,S,S_P-P,Массовки для съемок была набрана из числа местных студентов.,Массовки для съемок,была набрана из числа местных студентов.,-29.0625,-43.1875,-61.8125,10.4375,Массовки для съемок была,набрана из числа местных студентов.,-42.90625,-44.25,25.34375
426,3.0,54.0,2.0,P,P,P,P_P-P,Массовки для съемок были набраны из числа местных студентов.,Массовки для съемок,были набраны из числа местных студентов.,-29.0625,-42.1875,-57.90625,13.34375,Массовки для съемок были,набраны из числа местных студентов.,-36.75,-42.4375,21.28125
427,4.0,54.0,2.0,S,S,S,S_S-S,Массовка для съемки была набрана из числа местных студентов.,Массовка для съемки,была набрана из числа местных студентов.,-32.09375,-43.1875,-57.65625,17.625,Массовка для съемки была,набрана из числа местных студентов.,-38.625,-44.25,25.21875
428,5.0,54.0,2.0,S,S,P,P_S-S,Массовка для съемки были набраны из числа местных студентов.,Массовка для съемки,были набраны из числа местных студентов.,-32.09375,-42.1875,-62.34375,11.9375,Массовка для съемки были,набраны из числа местных студентов.,-44.25,-42.4375,24.34375
429,6.0,54.0,2.0,S,P,S,S_S-P,Массовка для съемок была набрана из числа местных студентов.,Массовка для съемок,была набрана из числа местных студентов.,-29.453125,-43.1875,-55.15625,17.484375,Массовка для съемок была,набрана из числа местных студентов.,-37.0,-44.25,26.09375
430,7.0,54.0,2.0,S,P,P,P_S-P,Массовка для съемок были набраны из числа местных студентов.,Массовка для съемок,были набраны из числа местных студентов.,-29.453125,-42.1875,-59.5,12.140625,Массовка для съемок были,набраны из числа местных студентов.,-43.125,-42.4375,26.0625
431,8.0,54.0,2.0,P,S,S,S_P-S,Массовки для съемки была набрана из числа местных студентов.,Массовки для съемки,была набрана из числа местных студентов.,-32.25,-43.1875,-63.84375,11.59375,Массовки для съемки была,набрана из числа местных студентов.,-44.6875,-44.25,25.09375
432,1.0,55.0,2.0,P,P,S,S_P-P,Материалы для крыш был бракованным из-за нарушения режима хранения.,Материалы для крыш,был бракованным из-за нарушения режима хранения.,-27.53125,-49.21875,-74.8125,1.9375,Материалы для крыш был,бракованным из-за нарушения режима хранения.,-42.875,-48.03125,16.09375
433,2.0,55.0,2.0,P,P,P,P_P-P,Материалы для крыш были бракованными из-за нарушения режима хранения.,Материалы для крыш,были бракованными из-за нарушения режима хранения.,-27.53125,-48.96875,-69.8125,6.6875,Материалы для крыш были,бракованными из-за нарушения режима хранения.,-39.84375,-47.59375,17.625
434,3.0,55.0,2.0,S,S,S,S_S-S,Материал для крыши был бракованным из-за нарушения режима хранения.,Материал для крыши,был бракованным из-за нарушения режима хранения.,-26.3125,-49.21875,-64.0625,11.46875,Материал для крыши был,бракованным из-за нарушения режима хранения.,-35.5,-48.03125,19.46875
435,4.0,55.0,2.0,S,S,P,P_S-S,Материал для крыши были бракованными из-за нарушения режима хранения.,Материал для крыши,были бракованными из-за нарушения режима хранения.,-26.3125,-48.96875,-69.9375,5.34375,Материал для крыши были,бракованными из-за нарушения режима хранения.,-41.5625,-47.59375,19.21875
436,5.0,55.0,2.0,S,P,S,S_S-P,Материал для крыш был бракованным из-за нарушения режима хранения.,Материал для крыш,был бракованным из-за нарушения режима хранения.,-26.90625,-49.21875,-67.25,8.875,Материал для крыш был,бракованным из-за нарушения режима хранения.,-37.59375,-48.03125,18.375
437,6.0,55.0,2.0,S,P,P,P_S-P,Материал для крыш были бракованными из-за нарушения режима хранения.,Материал для крыш,были бракованными из-за нарушения режима хранения.,-26.90625,-48.96875,-71.8125,4.0625,Материал для крыш были,бракованными из-за нарушения режима хранения.,-42.9375,-47.59375,18.71875
438,7.0,55.0,2.0,P,S,S,S_P-S,Материалы для крыши был бракованным из-за нарушения режима хранения.,Материалы для крыши,был бракованным из-за нарушения режима хранения.,-26.90625,-49.21875,-73.5,2.625,Материалы для крыши был,бракованным из-за нарушения режима хранения.,-42.4375,-48.03125,16.96875
439,8.0,55.0,2.0,P,S,P,P_P-S,Материалы для крыши были бракованными из-за нарушения режима хранения.,Материалы для крыши,были бракованными из-за нарушения режима хранения.,-26.90625,-48.96875,-67.5,8.375,Материалы для крыши были,бракованными из-за нарушения режима хранения.,-38.5,-47.59375,18.59375
440,1.0,56.0,2.0,P,P,P,P_P-P,Моторы для лодок были заказаны с учётом пожеланий рыбаков.,Моторы для лодок,были заказаны с учётом пожеланий рыбаков.,-25.359375,-48.71875,-64.8125,9.265625,Моторы для лодок были,заказаны с учётом пожеланий рыбаков.,-35.3125,-48.71875,19.21875
441,2.0,56.0,2.0,S,S,S,S_S-S,Мотор для лодки был заказан с учётом пожеланий рыбаков.,Мотор для лодки,был заказан с учётом пожеланий рыбаков.,-28.09375,-48.96875,-64.125,12.9375,Мотор для лодки был,заказан с учётом пожеланий рыбаков.,-35.46875,-50.3125,21.65625
442,3.0,56.0,2.0,S,S,P,P_S-S,Мотор для лодки были заказаны с учётом пожеланий рыбаков.,Мотор для лодки,были заказаны с учётом пожеланий рыбаков.,-28.09375,-48.71875,-69.375,7.4375,Мотор для лодки были,заказаны с учётом пожеланий рыбаков.,-40.5,-48.71875,19.84375
443,4.0,56.0,2.0,S,P,S,S_S-P,Мотор для лодок был заказан с учётом пожеланий рыбаков.,Мотор для лодок,был заказан с учётом пожеланий рыбаков.,-28.4375,-48.96875,-66.1875,11.21875,Мотор для лодок был,заказан с учётом пожеланий рыбаков.,-37.46875,-50.3125,21.59375
444,5.0,56.0,2.0,S,P,P,P_S-P,Мотор для лодок были заказаны с учётом пожеланий рыбаков.,Мотор для лодок,были заказаны с учётом пожеланий рыбаков.,-28.4375,-48.71875,-70.6875,6.46875,Мотор для лодок были,заказаны с учётом пожеланий рыбаков.,-41.46875,-48.71875,19.5
445,6.0,56.0,2.0,P,S,S,S_P-S,Моторы для лодки был заказан с учётом пожеланий рыбаков.,Моторы для лодки,был заказан с учётом пожеланий рыбаков.,-28.828125,-48.96875,-68.375,9.421875,Моторы для лодки был,заказан с учётом пожеланий рыбаков.,-41.34375,-50.3125,23.28125
446,7.0,56.0,2.0,P,S,P,P_P-S,Моторы для лодки были заказаны с учётом пожеланий рыбаков.,Моторы для лодки,были заказаны с учётом пожеланий рыбаков.,-28.828125,-48.71875,-63.90625,13.640625,Моторы для лодки были,заказаны с учётом пожеланий рыбаков.,-37.28125,-48.71875,22.09375
447,8.0,56.0,2.0,P,P,S,S_P-P,Моторы для лодок был заказан с учётом пожеланий рыбаков.,Моторы для лодок,был заказан с учётом пожеланий рыбаков.,-25.359375,-48.96875,-67.3125,7.015625,Моторы для лодок был,заказан с учётом пожеланий рыбаков.,-37.65625,-50.3125,20.65625
448,1.0,57.0,2.0,S,S,S,S_S-S,Мяч для игры был разработан для детских дошкольных учреждений.,Мяч для игры,был разработан для детских дошкольных учреждений.,-24.5625,-41.75,-59.125,7.1875,Мяч для игры был,разработан для детских дошкольных учреждений.,-32.25,-39.03125,12.15625
449,2.0,57.0,2.0,S,S,P,P_S-S,Мяч для игры были разработаны для детских дошкольных учреждений.,Мяч для игры,были разработаны для детских дошкольных учреждений.,-24.5625,-42.71875,-64.0625,3.21875,Мяч для игры были,разработаны для детских дошкольных учреждений.,-39.53125,-40.25,15.71875
450,3.0,57.0,2.0,S,P,S,S_S-P,Мяч для игр был разработан для детских дошкольных учреждений.,Мяч для игр,был разработан для детских дошкольных учреждений.,-26.546875,-41.75,-60.875,7.421875,Мяч для игр был,разработан для детских дошкольных учреждений.,-34.21875,-39.03125,12.375
451,4.0,57.0,2.0,S,P,P,P_S-P,Мяч для игр были разработаны для детских дошкольных учреждений.,Мяч для игр,были разработаны для детских дошкольных учреждений.,-26.546875,-42.71875,-63.59375,5.671875,Мяч для игр были,разработаны для детских дошкольных учреждений.,-39.5,-40.25,16.15625
452,5.0,57.0,2.0,P,S,S,S_P-S,Мячи для игры был разработан для детских дошкольных учреждений.,Мячи для игры,был разработан для детских дошкольных учреждений.,-28.0,-41.75,-65.75,4.0,Мячи для игры был,разработан для детских дошкольных учреждений.,-41.75,-39.03125,15.03125
453,6.0,57.0,2.0,P,S,P,P_P-S,Мячи для игры были разработаны для детских дошкольных учреждений.,Мячи для игры,были разработаны для детских дошкольных учреждений.,-28.0,-42.71875,-60.8125,9.90625,Мячи для игры были,разработаны для детских дошкольных учреждений.,-34.21875,-40.25,13.65625
454,7.0,57.0,2.0,P,P,S,S_P-P,Мячи для игр был разработан для детских дошкольных учреждений.,Мячи для игр,был разработан для детских дошкольных учреждений.,-29.0625,-41.75,-66.1875,4.625,Мячи для игр был,разработан для детских дошкольных учреждений.,-42.28125,-39.03125,15.125
455,8.0,57.0,2.0,P,P,P,P_P-P,Мячи для игр были разработаны для детских дошкольных учреждений.,Мячи для игр,были разработаны для детских дошкольных учреждений.,-29.0625,-42.71875,-62.9375,8.84375,Мячи для игр были,разработаны для детских дошкольных учреждений.,-36.125,-40.25,13.4375
456,1.0,58.0,2.0,S,S,P,P_S-S,Перелом из-за падения были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падения,были тяжелыми из-за преклонного возраста альпиниста.,-33.0,-53.9375,-80.625,6.3125,Перелом из-за падения были,тяжелыми из-за преклонного возраста альпиниста.,-42.40625,-54.875,16.65625
457,2.0,58.0,2.0,S,P,S,S_S-P,Перелом из-за падений был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падений,был тяжелым из-за преклонного возраста альпиниста.,-36.34375,-53.46875,-79.1875,10.625,Перелом из-за падений был,тяжелым из-за преклонного возраста альпиниста.,-41.9375,-53.09375,15.84375
458,3.0,58.0,2.0,S,P,P,P_S-P,Перелом из-за падений были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падений,были тяжелыми из-за преклонного возраста альпиниста.,-36.34375,-53.9375,-85.4375,4.84375,Перелом из-за падений были,тяжелыми из-за преклонного возраста альпиниста.,-46.6875,-54.875,16.125
459,4.0,58.0,2.0,P,S,S,S_P-S,Переломы из-за падения был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падения,был тяжелым из-за преклонного возраста альпиниста.,-31.609375,-53.46875,-83.375,1.703125,Переломы из-за падения был,тяжелым из-за преклонного возраста альпиниста.,-42.71875,-53.09375,12.4375
460,5.0,58.0,2.0,P,S,P,P_P-S,Переломы из-за падения были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падения,были тяжелыми из-за преклонного возраста альпиниста.,-31.609375,-53.9375,-77.9375,7.609375,Переломы из-за падения были,тяжелыми из-за преклонного возраста альпиниста.,-36.8125,-54.875,13.75
461,6.0,58.0,2.0,P,P,S,S_P-P,Переломы из-за падений был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падений,был тяжелым из-за преклонного возраста альпиниста.,-31.875,-53.46875,-83.3125,2.03125,Переломы из-за падений был,тяжелым из-за преклонного возраста альпиниста.,-44.0,-53.09375,13.78125
462,7.0,58.0,2.0,P,P,P,P_P-P,Переломы из-за падений были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падений,были тяжелыми из-за преклонного возраста альпиниста.,-31.875,-53.9375,-77.0,8.8125,Переломы из-за падений были,тяжелыми из-за преклонного возраста альпиниста.,-37.875,-54.875,15.75
463,8.0,58.0,2.0,S,S,S,S_S-S,Перелом из-за падения был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падения,был тяжелым из-за преклонного возраста альпиниста.,-33.0,-53.46875,-76.5625,9.90625,Перелом из-за падения был,тяжелым из-за преклонного возраста альпиниста.,-39.09375,-53.09375,15.625
464,1.0,59.0,2.0,S,P,S,S_S-P,Пристань для яхт была мокрой из-за высоких штормовых волн.,Пристань для яхт,была мокрой из-за высоких штормовых волн.,-26.96875,-50.3125,-71.375,5.90625,Пристань для яхт была,мокрой из-за высоких штормовых волн.,-36.71875,-46.25,11.59375
465,2.0,59.0,2.0,S,P,P,P_S-P,Пристань для яхт были мокрыми из-за высоких штормовых волн.,Пристань для яхт,были мокрыми из-за высоких штормовых волн.,-26.96875,-51.40625,-75.5,2.875,Пристань для яхт были,мокрыми из-за высоких штормовых волн.,-40.625,-49.0625,14.1875
466,3.0,59.0,2.0,P,S,S,S_P-S,Пристани для яхты была мокрой из-за высоких штормовых волн.,Пристани для яхты,была мокрой из-за высоких штормовых волн.,-30.578125,-50.3125,-76.75,4.140625,Пристани для яхты была,мокрой из-за высоких штормовых волн.,-42.21875,-46.25,11.71875
467,4.0,59.0,2.0,P,S,P,P_P-S,Пристани для яхты были мокрыми из-за высоких штормовых волн.,Пристани для яхты,были мокрыми из-за высоких штормовых волн.,-30.578125,-51.40625,-73.0625,8.921875,Пристани для яхты были,мокрыми из-за высоких штормовых волн.,-39.125,-49.0625,15.125
468,5.0,59.0,2.0,P,P,S,S_P-P,Пристани для яхт была мокрой из-за высоких штормовых волн.,Пристани для яхт,была мокрой из-за высоких штормовых волн.,-27.0625,-50.3125,-73.5,3.875,Пристани для яхт была,мокрой из-за высоких штормовых волн.,-38.96875,-46.25,11.71875
469,6.0,59.0,2.0,P,P,P,P_P-P,Пристани для яхт были мокрыми из-за высоких штормовых волн.,Пристани для яхт,были мокрыми из-за высоких штормовых волн.,-27.0625,-51.40625,-71.3125,7.15625,Пристани для яхт были,мокрыми из-за высоких штормовых волн.,-36.4375,-49.0625,14.1875
470,7.0,59.0,2.0,S,S,S,S_S-S,Пристань для яхты была мокрой из-за высоких штормовых волн.,Пристань для яхты,была мокрой из-за высоких штормовых волн.,-29.28125,-50.3125,-73.4375,6.15625,Пристань для яхты была,мокрой из-за высоких штормовых волн.,-37.96875,-46.25,10.78125
471,8.0,59.0,2.0,S,S,P,P_S-S,Пристань для яхты были мокрыми из-за высоких штормовых волн.,Пристань для яхты,были мокрыми из-за высоких штормовых волн.,-29.28125,-51.40625,-76.375,4.3125,Пристань для яхты были,мокрыми из-за высоких штормовых волн.,-42.1875,-49.0625,14.875
472,1.0,60.0,2.0,S,P,P,P_S-P,Пропуск из-за травм были согласованы с главным врачом команды.,Пропуск из-за травм,были согласованы с главным врачом команды.,-38.96875,-49.625,-76.625,11.96875,Пропуск из-за травм были,согласованы с главным врачом команды.,-50.5625,-47.65625,21.59375
473,2.0,60.0,2.0,P,S,S,S_P-S,Пропуски из-за травмы был согласован с главным врачом команды.,Пропуски из-за травмы,был согласован с главным врачом команды.,-36.71875,-48.34375,-76.1875,8.875,Пропуски из-за травмы был,согласован с главным врачом команды.,-47.84375,-47.4375,19.09375
474,3.0,60.0,2.0,P,S,P,P_P-S,Пропуски из-за травмы были согласованы с главным врачом команды.,Пропуски из-за травмы,были согласованы с главным врачом команды.,-36.71875,-49.625,-70.625,15.71875,Пропуски из-за травмы были,согласованы с главным врачом команды.,-41.53125,-47.65625,18.5625
475,4.0,60.0,2.0,P,P,S,S_P-P,Пропуски из-за травм был согласован с главным врачом команды.,Пропуски из-за травм,был согласован с главным врачом команды.,-35.84375,-48.34375,-78.875,5.3125,Пропуски из-за травм был,согласован с главным врачом команды.,-48.78125,-47.4375,17.34375
476,5.0,60.0,2.0,P,P,P,P_P-P,Пропуски из-за травм были согласованы с главным врачом команды.,Пропуски из-за травм,были согласованы с главным врачом команды.,-35.84375,-49.625,-72.875,12.59375,Пропуски из-за травм были,согласованы с главным врачом команды.,-41.40625,-47.65625,16.1875
477,6.0,60.0,2.0,S,S,S,S_S-S,Пропуск из-за травмы был согласован с главным врачом команды.,Пропуск из-за травмы,был согласован с главным врачом команды.,-36.96875,-48.34375,-68.1875,17.125,Пропуск из-за травмы был,согласован с главным врачом команды.,-44.375,-47.4375,23.625
478,7.0,60.0,2.0,S,S,P,P_S-S,Пропуск из-за травмы были согласованы с главным врачом команды.,Пропуск из-за травмы,были согласованы с главным врачом команды.,-36.96875,-49.625,-74.5,12.09375,Пропуск из-за травмы были,согласованы с главным врачом команды.,-49.90625,-47.65625,23.0625
479,8.0,60.0,2.0,S,P,S,S_S-P,Пропуск из-за травм был согласован с главным врачом команды.,Пропуск из-за травм,был согласован с главным врачом команды.,-38.96875,-48.34375,-70.4375,16.875,Пропуск из-за травм был,согласован с главным врачом команды.,-45.46875,-47.4375,22.46875
480,1.0,61.0,2.0,P,S,S,S_P-S,Рассказы об аварии был приукрашен для усиления эмоционального напряжения.,Рассказы об аварии,был приукрашен для усиления эмоционального напряжения.,-31.78125,-51.71875,-81.25,2.25,Рассказы об аварии был,приукрашен для усиления эмоционального напряжения.,-44.75,-50.1875,13.6875
481,2.0,61.0,2.0,P,S,P,P_P-S,Рассказы об аварии были приукрашены для усиления эмоционального напряжения.,Рассказы об аварии,были приукрашены для усиления эмоционального напряжения.,-31.78125,-50.375,-73.25,8.90625,Рассказы об аварии были,приукрашены для усиления эмоционального напряжения.,-40.40625,-47.71875,14.875
482,3.0,61.0,2.0,P,P,S,S_P-P,Рассказы об авариях был приукрашен для усиления эмоционального напряжения.,Рассказы об авариях,был приукрашен для усиления эмоционального напряжения.,-30.265625,-51.71875,-81.8125,0.171875,Рассказы об авариях был,приукрашен для усиления эмоционального напряжения.,-43.15625,-50.1875,11.53125
483,4.0,61.0,2.0,P,P,P,P_P-P,Рассказы об авариях были приукрашены для усиления эмоционального напряжения.,Рассказы об авариях,были приукрашены для усиления эмоционального напряжения.,-30.265625,-50.375,-73.5625,7.078125,Рассказы об авариях были,приукрашены для усиления эмоционального напряжения.,-39.09375,-47.71875,13.25
484,5.0,61.0,2.0,S,S,S,S_S-S,Рассказ об аварии был приукрашен для усиления эмоционального напряжения.,Рассказ об аварии,был приукрашен для усиления эмоционального напряжения.,-28.9375,-51.71875,-66.5625,14.09375,Рассказ об аварии был,приукрашен для усиления эмоционального напряжения.,-36.09375,-50.1875,19.71875
485,6.0,61.0,2.0,S,S,P,P_S-S,Рассказ об аварии были приукрашены для усиления эмоционального напряжения.,Рассказ об аварии,были приукрашены для усиления эмоционального напряжения.,-28.9375,-50.375,-72.3125,7.0,Рассказ об аварии были,приукрашены для усиления эмоционального напряжения.,-41.875,-47.71875,17.28125
486,7.0,61.0,2.0,S,P,S,S_S-P,Рассказ об авариях был приукрашен для усиления эмоционального напряжения.,Рассказ об авариях,был приукрашен для усиления эмоционального напряжения.,-31.71875,-51.71875,-70.6875,12.75,Рассказ об авариях был,приукрашен для усиления эмоционального напряжения.,-38.75,-50.1875,18.25
487,8.0,61.0,2.0,S,P,P,P_S-P,Рассказ об авариях были приукрашены для усиления эмоционального напряжения.,Рассказ об авариях,были приукрашены для усиления эмоционального напряжения.,-31.71875,-50.375,-74.5,7.59375,Рассказ об авариях были,приукрашены для усиления эмоционального напряжения.,-43.1875,-47.71875,16.40625
488,1.0,62.0,2.0,P,S,P,P_P-S,Репортажи для газеты были написаны после разрешения публичной огласки.,Репортажи для газеты,были написаны после разрешения публичной огласки.,-30.6875,-56.28125,-81.5,5.46875,Репортажи для газеты были,написаны после разрешения публичной огласки.,-38.9375,-55.9375,13.375
489,2.0,62.0,2.0,P,P,S,S_P-P,Репортажи для газет был написан после разрешения публичной огласки.,Репортажи для газет,был написан после разрешения публичной огласки.,-29.640625,-57.40625,-87.1875,-0.140625,Репортажи для газет был,написан после разрешения публичной огласки.,-41.71875,-56.84375,11.375
490,3.0,62.0,2.0,P,P,P,P_P-P,Репортажи для газет были написаны после разрешения публичной огласки.,Репортажи для газет,были написаны после разрешения публичной огласки.,-29.640625,-56.28125,-82.125,3.796875,Репортажи для газет были,написаны после разрешения публичной огласки.,-39.375,-55.9375,13.1875
491,4.0,62.0,2.0,S,S,S,S_S-S,Репортаж для газеты был написан после разрешения публичной огласки.,Репортаж для газеты,был написан после разрешения публичной огласки.,-30.875,-57.40625,-80.375,7.90625,Репортаж для газеты был,написан после разрешения публичной огласки.,-38.53125,-56.84375,15.0
492,5.0,62.0,2.0,S,S,P,P_S-S,Репортаж для газеты были написаны после разрешения публичной огласки.,Репортаж для газеты,были написаны после разрешения публичной огласки.,-30.875,-56.28125,-84.0,3.15625,Репортаж для газеты были,написаны после разрешения публичной огласки.,-43.03125,-55.9375,14.96875
493,6.0,62.0,2.0,S,P,S,S_S-P,Репортаж для газет был написан после разрешения публичной огласки.,Репортаж для газет,был написан после разрешения публичной огласки.,-32.8125,-57.40625,-82.625,7.59375,Репортаж для газет был,написан после разрешения публичной огласки.,-40.59375,-56.84375,14.8125
494,7.0,62.0,2.0,S,P,P,P_S-P,Репортаж для газет были написаны после разрешения публичной огласки.,Репортаж для газет,были написаны после разрешения публичной огласки.,-32.8125,-56.28125,-84.3125,4.78125,Репортаж для газет были,написаны после разрешения публичной огласки.,-43.0625,-55.9375,14.6875
495,8.0,62.0,2.0,P,S,S,S_P-S,Репортажи для газеты был написан после разрешения публичной огласки.,Репортажи для газеты,был написан после разрешения публичной огласки.,-30.6875,-57.40625,-86.4375,1.65625,Репортажи для газеты был,написан после разрешения публичной огласки.,-42.46875,-56.84375,12.875
496,1.0,63.0,2.0,P,P,S,S_P-P,Скандалы из-за статей был масштабным в глазах непосредственных участников.,Скандалы из-за статей,был масштабным в глазах непосредственных участников.,-37.4375,-53.3125,-87.875,2.875,Скандалы из-за статей был,масштабным в глазах непосредственных участников.,-47.46875,-50.5625,10.15625
497,2.0,63.0,2.0,P,P,P,P_P-P,Скандалы из-за статей были масштабными в глазах непосредственных участников.,Скандалы из-за статей,были масштабными в глазах непосредственных участников.,-37.4375,-52.75,-85.75,4.4375,Скандалы из-за статей были,масштабными в глазах непосредственных участников.,-43.15625,-50.53125,7.9375
498,3.0,63.0,2.0,S,S,S,S_S-S,Скандал из-за статьи был масштабным в глазах непосредственных участников.,Скандал из-за статьи,был масштабным в глазах непосредственных участников.,-32.1875,-53.3125,-78.0,7.5,Скандал из-за статьи был,масштабным в глазах непосредственных участников.,-38.875,-50.5625,11.4375
499,4.0,63.0,2.0,S,S,P,P_S-S,Скандал из-за статьи были масштабными в глазах непосредственных участников.,Скандал из-за статьи,были масштабными в глазах непосредственных участников.,-32.1875,-52.75,-83.625,1.3125,Скандал из-за статьи были,масштабными в глазах непосредственных участников.,-45.25,-50.53125,12.15625
500,5.0,63.0,2.0,S,P,S,S_S-P,Скандал из-за статей был масштабным в глазах непосредственных участников.,Скандал из-за статей,был масштабным в глазах непосредственных участников.,-35.8125,-53.3125,-82.1875,6.9375,Скандал из-за статей был,масштабным в глазах непосредственных участников.,-42.46875,-50.5625,10.84375
501,6.0,63.0,2.0,S,P,P,P_S-P,Скандал из-за статей были масштабными в глазах непосредственных участников.,Скандал из-за статей,были масштабными в глазах непосредственных участников.,-35.8125,-52.75,-83.875,4.6875,Скандал из-за статей были,масштабными в глазах непосредственных участников.,-45.84375,-50.53125,12.5
502,7.0,63.0,2.0,P,S,S,S_P-S,Скандалы из-за статьи был масштабным в глазах непосредственных участников.,Скандалы из-за статьи,был масштабным в глазах непосредственных участников.,-36.5,-53.3125,-85.375,4.4375,Скандалы из-за статьи был,масштабным в глазах непосредственных участников.,-46.0,-50.5625,11.1875
503,8.0,63.0,2.0,P,S,P,P_P-S,Скандалы из-за статьи были масштабными в глазах непосредственных участников.,Скандалы из-за статьи,были масштабными в глазах непосредственных участников.,-36.5,-52.75,-83.9375,5.3125,Скандалы из-за статьи были,масштабными в глазах непосредственных участников.,-42.15625,-50.53125,8.75
504,1.0,64.0,2.0,P,P,P,P_P-P,Скидки от авиакомпаний были беспрецедентными из-за недавнего крушения самолёта.,Скидки от авиакомпаний,были беспрецедентными из-за недавнего крушения самолёта.,-30.140625,-57.65625,-81.75,6.046875,Скидки от авиакомпаний были,беспрецедентными из-за недавнего крушения самолёта.,-40.78125,-56.28125,15.3125
