,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,left,right,masked_left,masked_full,need_to_predict,left_bert_is_singular,full_bert_is_singular,left_bert_is_singular_score,left_bert_is_plural_score,full_bert_is_singular_score,full_bert_is_plural_score
426,3.0,54.0,2.0,P,P,P,P_P-P,Массовки для съемок были набраны из числа местных студентов.,Массовки для съемок,были набраны из числа местных студентов.,Массовки для съемок [MASK],Массовки для съемок [MASK] [MASK] из числа местных студентов.,были набраны,False,False,2.265143394470215,4.453366756439209,5.82879638671875,10.292985916137695
427,4.0,54.0,2.0,S,S,S,S_S-S,Массовка для съемки была набрана из числа местных студентов.,Массовка для съемки,была набрана из числа местных студентов.,Массовка для съемки [MASK],Массовка для съемки [MASK] [MASK] из числа местных студентов.,была набрана,True,True,1.5831263065338135,-1.4891362190246582,11.218063354492188,7.877960681915283
428,5.0,54.0,2.0,S,S,P,P_S-S,Массовка для съемки были набраны из числа местных студентов.,Массовка для съемки,были набраны из числа местных студентов.,Массовка для съемки [MASK],Массовка для съемки [MASK] [MASK] из числа местных студентов.,были набраны,True,True,1.5831263065338135,-1.4891362190246582,11.218063354492188,7.877960681915283
429,6.0,54.0,2.0,S,P,S,S_S-P,Массовка для съемок была набрана из числа местных студентов.,Массовка для съемок,была набрана из числа местных студентов.,Массовка для съемок [MASK],Массовка для съемок [MASK] [MASK] из числа местных студентов.,была набрана,True,True,2.388779878616333,-0.4505699872970581,11.319075584411621,8.182059288024902
430,7.0,54.0,2.0,S,P,P,P_S-P,Массовка для съемок были набраны из числа местных студентов.,Массовка для съемок,были набраны из числа местных студентов.,Массовка для съемок [MASK],Массовка для съемок [MASK] [MASK] из числа местных студентов.,были набраны,True,True,2.388779878616333,-0.4505699872970581,11.319075584411621,8.182059288024902
431,8.0,54.0,2.0,P,S,S,S_P-S,Массовки для съемки была набрана из числа местных студентов.,Массовки для съемки,была набрана из числа местных студентов.,Массовки для съемки [MASK],Массовки для съемки [MASK] [MASK] из числа местных студентов.,была набрана,False,False,1.3096041679382324,3.688357353210449,5.749098777770996,10.21812629699707
432,1.0,55.0,2.0,P,P,S,S_P-P,Материалы для крыш был бракованным из-за нарушения режима хранения.,Материалы для крыш,был бракованным из-за нарушения режима хранения.,Материалы для крыш [MASK],Материалы для крыш [MASK] [MASK] из-за нарушения режима хранения.,был бракованным,False,False,-0.06311482191085815,1.2349389791488647,7.947386741638184,12.530279159545898
433,2.0,55.0,2.0,P,P,P,P_P-P,Материалы для крыш были бракованными из-за нарушения режима хранения.,Материалы для крыш,были бракованными из-за нарушения режима хранения.,Материалы для крыш [MASK],Материалы для крыш [MASK] [MASK] из-за нарушения режима хранения.,были бракованными,False,False,-0.06311482191085815,1.2349389791488647,7.947386741638184,12.530279159545898
434,3.0,55.0,2.0,S,S,S,S_S-S,Материал для крыши был бракованным из-за нарушения режима хранения.,Материал для крыши,был бракованным из-за нарушения режима хранения.,Материал для крыши [MASK],Материал для крыши [MASK] [MASK] из-за нарушения режима хранения.,был бракованным,True,True,2.368032932281494,0.37578272819519043,11.942069053649902,7.551301956176758
435,4.0,55.0,2.0,S,S,P,P_S-S,Материал для крыши были бракованными из-за нарушения режима хранения.,Материал для крыши,были бракованными из-за нарушения режима хранения.,Материал для крыши [MASK],Материал для крыши [MASK] [MASK] из-за нарушения режима хранения.,были бракованными,True,True,2.368032932281494,0.37578272819519043,11.942069053649902,7.551301956176758
436,5.0,55.0,2.0,S,P,S,S_S-P,Материал для крыш был бракованным из-за нарушения режима хранения.,Материал для крыш,был бракованным из-за нарушения режима хранения.,Материал для крыш [MASK],Материал для крыш [MASK] [MASK] из-за нарушения режима хранения.,был бракованным,True,True,2.8196423053741455,0.9538294076919556,11.68657112121582,8.928067207336426
437,6.0,55.0,2.0,S,P,P,P_S-P,Материал для крыш были бракованными из-за нарушения режима хранения.,Материал для крыш,были бракованными из-за нарушения режима хранения.,Материал для крыш [MASK],Материал для крыш [MASK] [MASK] из-за нарушения режима хранения.,были бракованными,True,True,2.8196423053741455,0.9538294076919556,11.68657112121582,8.928067207336426
438,7.0,55.0,2.0,P,S,S,S_P-S,Материалы для крыши был бракованным из-за нарушения режима хранения.,Материалы для крыши,был бракованным из-за нарушения режима хранения.,Материалы для крыши [MASK],Материалы для крыши [MASK] [MASK] из-за нарушения режима хранения.,был бракованным,False,False,0.0012830793857574463,0.3171517848968506,8.357823371887207,12.717537879943848
439,8.0,55.0,2.0,P,S,P,P_P-S,Материалы для крыши были бракованными из-за нарушения режима хранения.,Материалы для крыши,были бракованными из-за нарушения режима хранения.,Материалы для крыши [MASK],Материалы для крыши [MASK] [MASK] из-за нарушения режима хранения.,были бракованными,False,False,0.0012830793857574463,0.3171517848968506,8.357823371887207,12.717537879943848
440,1.0,56.0,2.0,P,P,P,P_P-P,Моторы для лодок были заказаны с учётом пожеланий рыбаков.,Моторы для лодок,были заказаны с учётом пожеланий рыбаков.,Моторы для лодок [MASK],Моторы для лодок [MASK] [MASK] с учётом пожеланий рыбаков.,были заказаны,False,False,-2.0667006969451904,-0.21166646480560303,7.071150779724121,12.767172813415527
441,2.0,56.0,2.0,S,S,S,S_S-S,Мотор для лодки был заказан с учётом пожеланий рыбаков.,Мотор для лодки,был заказан с учётом пожеланий рыбаков.,Мотор для лодки [MASK],Мотор для лодки [MASK] [MASK] с учётом пожеланий рыбаков.,был заказан,True,True,0.204688161611557,-2.9210925102233887,12.743586540222168,7.5181565284729
442,3.0,56.0,2.0,S,S,P,P_S-S,Мотор для лодки были заказаны с учётом пожеланий рыбаков.,Мотор для лодки,были заказаны с учётом пожеланий рыбаков.,Мотор для лодки [MASK],Мотор для лодки [MASK] [MASK] с учётом пожеланий рыбаков.,были заказаны,True,True,0.204688161611557,-2.9210925102233887,12.743586540222168,7.5181565284729
443,4.0,56.0,2.0,S,P,S,S_S-P,Мотор для лодок был заказан с учётом пожеланий рыбаков.,Мотор для лодок,был заказан с учётом пожеланий рыбаков.,Мотор для лодок [MASK],Мотор для лодок [MASK] [MASK] с учётом пожеланий рыбаков.,был заказан,True,True,-0.4499174654483795,-2.73490571975708,11.897430419921875,7.306901454925537
444,5.0,56.0,2.0,S,P,P,P_S-P,Мотор для лодок были заказаны с учётом пожеланий рыбаков.,Мотор для лодок,были заказаны с учётом пожеланий рыбаков.,Мотор для лодок [MASK],Мотор для лодок [MASK] [MASK] с учётом пожеланий рыбаков.,были заказаны,True,True,-0.4499174654483795,-2.73490571975708,11.897430419921875,7.306901454925537
445,6.0,56.0,2.0,P,S,S,S_P-S,Моторы для лодки был заказан с учётом пожеланий рыбаков.,Моторы для лодки,был заказан с учётом пожеланий рыбаков.,Моторы для лодки [MASK],Моторы для лодки [MASK] [MASK] с учётом пожеланий рыбаков.,был заказан,False,False,-1.68626070022583,-0.15211570262908936,7.706934928894043,13.330890655517578
446,7.0,56.0,2.0,P,S,P,P_P-S,Моторы для лодки были заказаны с учётом пожеланий рыбаков.,Моторы для лодки,были заказаны с учётом пожеланий рыбаков.,Моторы для лодки [MASK],Моторы для лодки [MASK] [MASK] с учётом пожеланий рыбаков.,были заказаны,False,False,-1.68626070022583,-0.15211570262908936,7.706934928894043,13.330890655517578
447,8.0,56.0,2.0,P,P,S,S_P-P,Моторы для лодок был заказан с учётом пожеланий рыбаков.,Моторы для лодок,был заказан с учётом пожеланий рыбаков.,Моторы для лодок [MASK],Моторы для лодок [MASK] [MASK] с учётом пожеланий рыбаков.,был заказан,False,False,-2.0667006969451904,-0.21166646480560303,7.071150779724121,12.767172813415527
448,1.0,57.0,2.0,S,S,S,S_S-S,Мяч для игры был разработан для детских дошкольных учреждений.,Мяч для игры,был разработан для детских дошкольных учреждений.,Мяч для игры [MASK],Мяч для игры [MASK] [MASK] для детских дошкольных учреждений.,был разработан,True,True,1.6348068714141846,-2.4609737396240234,10.491278648376465,4.980998516082764
449,2.0,57.0,2.0,S,S,P,P_S-S,Мяч для игры были разработаны для детских дошкольных учреждений.,Мяч для игры,были разработаны для детских дошкольных учреждений.,Мяч для игры [MASK],Мяч для игры [MASK] [MASK] для детских дошкольных учреждений.,были разработаны,True,True,1.6348068714141846,-2.4609737396240234,10.491278648376465,4.980998516082764
450,3.0,57.0,2.0,S,P,S,S_S-P,Мяч для игр был разработан для детских дошкольных учреждений.,Мяч для игр,был разработан для детских дошкольных учреждений.,Мяч для игр [MASK],Мяч для игр [MASK] [MASK] для детских дошкольных учреждений.,был разработан,True,True,1.492654800415039,-2.434113025665283,9.3253812789917,3.94834041595459
451,4.0,57.0,2.0,S,P,P,P_S-P,Мяч для игр были разработаны для детских дошкольных учреждений.,Мяч для игр,были разработаны для детских дошкольных учреждений.,Мяч для игр [MASK],Мяч для игр [MASK] [MASK] для детских дошкольных учреждений.,были разработаны,True,True,1.492654800415039,-2.434113025665283,9.3253812789917,3.94834041595459
452,5.0,57.0,2.0,P,S,S,S_P-S,Мячи для игры был разработан для детских дошкольных учреждений.,Мячи для игры,был разработан для детских дошкольных учреждений.,Мячи для игры [MASK],Мячи для игры [MASK] [MASK] для детских дошкольных учреждений.,был разработан,False,False,-0.2877228856086731,1.2375586032867432,5.680191993713379,10.892614364624023
453,6.0,57.0,2.0,P,S,P,P_P-S,Мячи для игры были разработаны для детских дошкольных учреждений.,Мячи для игры,были разработаны для детских дошкольных учреждений.,Мячи для игры [MASK],Мячи для игры [MASK] [MASK] для детских дошкольных учреждений.,были разработаны,False,False,-0.2877228856086731,1.2375586032867432,5.680191993713379,10.892614364624023
454,7.0,57.0,2.0,P,P,S,S_P-P,Мячи для игр был разработан для детских дошкольных учреждений.,Мячи для игр,был разработан для детских дошкольных учреждений.,Мячи для игр [MASK],Мячи для игр [MASK] [MASK] для детских дошкольных учреждений.,был разработан,False,False,-0.37027043104171753,0.5281575918197632,5.19561243057251,9.943840026855469
455,8.0,57.0,2.0,P,P,P,P_P-P,Мячи для игр были разработаны для детских дошкольных учреждений.,Мячи для игр,были разработаны для детских дошкольных учреждений.,Мячи для игр [MASK],Мячи для игр [MASK] [MASK] для детских дошкольных учреждений.,были разработаны,False,False,-0.37027043104171753,0.5281575918197632,5.19561243057251,9.943840026855469
456,1.0,58.0,2.0,S,S,P,P_S-S,Перелом из-за падения были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падения,были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падения [MASK],Перелом из-за падения [MASK] [MASK] из-за преклонного возраста альпиниста.,были тяжелыми,True,True,2.7347159385681152,-0.045986175537109375,10.858716011047363,4.67213773727417
457,2.0,58.0,2.0,S,P,S,S_S-P,Перелом из-за падений был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падений,был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падений [MASK],Перелом из-за падений [MASK] [MASK] из-за преклонного возраста альпиниста.,был тяжелым,True,True,3.3783140182495117,-0.8987056016921997,9.255621910095215,4.098068714141846
458,3.0,58.0,2.0,S,P,P,P_S-P,Перелом из-за падений были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падений,были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падений [MASK],Перелом из-за падений [MASK] [MASK] из-за преклонного возраста альпиниста.,были тяжелыми,True,True,3.3783140182495117,-0.8987056016921997,9.255621910095215,4.098068714141846
459,4.0,58.0,2.0,P,S,S,S_P-S,Переломы из-за падения был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падения,был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падения [MASK],Переломы из-за падения [MASK] [MASK] из-за преклонного возраста альпиниста.,был тяжелым,False,False,0.7821689248085022,3.3940720558166504,3.4705350399017334,10.420295715332031
460,5.0,58.0,2.0,P,S,P,P_P-S,Переломы из-за падения были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падения,были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падения [MASK],Переломы из-за падения [MASK] [MASK] из-за преклонного возраста альпиниста.,были тяжелыми,False,False,0.7821689248085022,3.3940720558166504,3.4705350399017334,10.420295715332031
461,6.0,58.0,2.0,P,P,S,S_P-P,Переломы из-за падений был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падений,был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падений [MASK],Переломы из-за падений [MASK] [MASK] из-за преклонного возраста альпиниста.,был тяжелым,False,False,2.1657209396362305,4.6064982414245605,4.505127429962158,10.55992317199707
462,7.0,58.0,2.0,P,P,P,P_P-P,Переломы из-за падений были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падений,были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падений [MASK],Переломы из-за падений [MASK] [MASK] из-за преклонного возраста альпиниста.,были тяжелыми,False,False,2.1657209396362305,4.6064982414245605,4.505127429962158,10.55992317199707
463,8.0,58.0,2.0,S,S,S,S_S-S,Перелом из-за падения был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падения,был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падения [MASK],Перелом из-за падения [MASK] [MASK] из-за преклонного возраста альпиниста.,был тяжелым,True,True,2.7347159385681152,-0.045986175537109375,10.858716011047363,4.67213773727417
464,1.0,59.0,2.0,S,P,S,S_S-P,Пристань для яхт была мокрой из-за высоких штормовых волн.,Пристань для яхт,была мокрой из-за высоких штормовых волн.,Пристань для яхт [MASK],Пристань для яхт [MASK] [MASK] из-за высоких штормовых волн.,была мокрой,True,True,-0.7860233187675476,-3.6320409774780273,10.31628704071045,2.6464242935180664
465,2.0,59.0,2.0,S,P,P,P_S-P,Пристань для яхт были мокрыми из-за высоких штормовых волн.,Пристань для яхт,были мокрыми из-за высоких штормовых волн.,Пристань для яхт [MASK],Пристань для яхт [MASK] [MASK] из-за высоких штормовых волн.,были мокрыми,True,True,-0.7860233187675476,-3.6320409774780273,10.31628704071045,2.6464242935180664
466,3.0,59.0,2.0,P,S,S,S_P-S,Пристани для яхты была мокрой из-за высоких штормовых волн.,Пристани для яхты,была мокрой из-за высоких штормовых волн.,Пристани для яхты [MASK],Пристани для яхты [MASK] [MASK] из-за высоких штормовых волн.,была мокрой,False,False,-0.37352144718170166,0.28835994005203247,6.509425163269043,11.356348037719727
467,4.0,59.0,2.0,P,S,P,P_P-S,Пристани для яхты были мокрыми из-за высоких штормовых волн.,Пристани для яхты,были мокрыми из-за высоких штормовых волн.,Пристани для яхты [MASK],Пристани для яхты [MASK] [MASK] из-за высоких штормовых волн.,были мокрыми,False,False,-0.37352144718170166,0.28835994005203247,6.509425163269043,11.356348037719727
468,5.0,59.0,2.0,P,P,S,S_P-P,Пристани для яхт была мокрой из-за высоких штормовых волн.,Пристани для яхт,была мокрой из-за высоких штормовых волн.,Пристани для яхт [MASK],Пристани для яхт [MASK] [MASK] из-за высоких штормовых волн.,была мокрой,False,False,0.9426299929618835,1.8414298295974731,5.111807346343994,9.931692123413086
469,6.0,59.0,2.0,P,P,P,P_P-P,Пристани для яхт были мокрыми из-за высоких штормовых волн.,Пристани для яхт,были мокрыми из-за высоких штормовых волн.,Пристани для яхт [MASK],Пристани для яхт [MASK] [MASK] из-за высоких штормовых волн.,были мокрыми,False,False,0.9426299929618835,1.8414298295974731,5.111807346343994,9.931692123413086
470,7.0,59.0,2.0,S,S,S,S_S-S,Пристань для яхты была мокрой из-за высоких штормовых волн.,Пристань для яхты,была мокрой из-за высоких штормовых волн.,Пристань для яхты [MASK],Пристань для яхты [MASK] [MASK] из-за высоких штормовых волн.,была мокрой,True,True,-0.23549601435661316,-3.684328556060791,11.406871795654297,3.564455986022949
471,8.0,59.0,2.0,S,S,P,P_S-S,Пристань для яхты были мокрыми из-за высоких штормовых волн.,Пристань для яхты,были мокрыми из-за высоких штормовых волн.,Пристань для яхты [MASK],Пристань для яхты [MASK] [MASK] из-за высоких штормовых волн.,были мокрыми,True,True,-0.23549601435661316,-3.684328556060791,11.406871795654297,3.564455986022949
472,1.0,60.0,2.0,S,P,P,P_S-P,Пропуск из-за травм были согласованы с главным врачом команды.,Пропуск из-за травм,были согласованы с главным врачом команды.,Пропуск из-за травм [MASK],Пропуск из-за травм [MASK] [MASK] с главным врачом команды.,были согласованы,True,True,5.461668491363525,0.8195834159851074,11.55802059173584,7.680886745452881
473,2.0,60.0,2.0,P,S,S,S_P-S,Пропуски из-за травмы был согласован с главным врачом команды.,Пропуски из-за травмы,был согласован с главным врачом команды.,Пропуски из-за травмы [MASK],Пропуски из-за травмы [MASK] [MASK] с главным врачом команды.,был согласован,False,False,1.1999235153198242,3.2753376960754395,6.674572467803955,10.304265975952148
474,3.0,60.0,2.0,P,S,P,P_P-S,Пропуски из-за травмы были согласованы с главным врачом команды.,Пропуски из-за травмы,были согласованы с главным врачом команды.,Пропуски из-за травмы [MASK],Пропуски из-за травмы [MASK] [MASK] с главным врачом команды.,были согласованы,False,False,1.1999235153198242,3.2753376960754395,6.674572467803955,10.304265975952148
475,4.0,60.0,2.0,P,P,S,S_P-P,Пропуски из-за травм был согласован с главным врачом команды.,Пропуски из-за травм,был согласован с главным врачом команды.,Пропуски из-за травм [MASK],Пропуски из-за травм [MASK] [MASK] с главным врачом команды.,был согласован,False,False,2.400192975997925,4.797971248626709,6.980905055999756,10.44607925415039
476,5.0,60.0,2.0,P,P,P,P_P-P,Пропуски из-за травм были согласованы с главным врачом команды.,Пропуски из-за травм,были согласованы с главным врачом команды.,Пропуски из-за травм [MASK],Пропуски из-за травм [MASK] [MASK] с главным врачом команды.,были согласованы,False,False,2.400192975997925,4.797971248626709,6.980905055999756,10.44607925415039
477,6.0,60.0,2.0,S,S,S,S_S-S,Пропуск из-за травмы был согласован с главным врачом команды.,Пропуск из-за травмы,был согласован с главным врачом команды.,Пропуск из-за травмы [MASK],Пропуск из-за травмы [MASK] [MASK] с главным врачом команды.,был согласован,True,True,4.0369696617126465,-0.13213923573493958,11.129183769226074,7.099694728851318
478,7.0,60.0,2.0,S,S,P,P_S-S,Пропуск из-за травмы были согласованы с главным врачом команды.,Пропуск из-за травмы,были согласованы с главным врачом команды.,Пропуск из-за травмы [MASK],Пропуск из-за травмы [MASK] [MASK] с главным врачом команды.,были согласованы,True,True,4.0369696617126465,-0.13213923573493958,11.129183769226074,7.099694728851318
479,8.0,60.0,2.0,S,P,S,S_S-P,Пропуск из-за травм был согласован с главным врачом команды.,Пропуск из-за травм,был согласован с главным врачом команды.,Пропуск из-за травм [MASK],Пропуск из-за травм [MASK] [MASK] с главным врачом команды.,был согласован,True,True,5.461668491363525,0.8195834159851074,11.55802059173584,7.680886745452881
480,1.0,61.0,2.0,P,S,S,S_P-S,Рассказы об аварии был приукрашен для усиления эмоционального напряжения.,Рассказы об аварии,был приукрашен для усиления эмоционального напряжения.,Рассказы об аварии [MASK],Рассказы об аварии [MASK] [MASK] для усиления эмоционального напряжения.,был приукрашен,False,False,0.7660694718360901,2.144186019897461,4.681480884552002,11.129439353942871
481,2.0,61.0,2.0,P,S,P,P_P-S,Рассказы об аварии были приукрашены для усиления эмоционального напряжения.,Рассказы об аварии,были приукрашены для усиления эмоционального напряжения.,Рассказы об аварии [MASK],Рассказы об аварии [MASK] [MASK] для усиления эмоционального напряжения.,были приукрашены,False,False,0.7660694718360901,2.144186019897461,4.681480884552002,11.129439353942871
482,3.0,61.0,2.0,P,P,S,S_P-P,Рассказы об авариях был приукрашен для усиления эмоционального напряжения.,Рассказы об авариях,был приукрашен для усиления эмоционального напряжения.,Рассказы об авариях [MASK],Рассказы об авариях [MASK] [MASK] для усиления эмоционального напряжения.,был приукрашен,False,False,0.023051738739013672,1.3027031421661377,4.237174034118652,10.54002571105957
483,4.0,61.0,2.0,P,P,P,P_P-P,Рассказы об авариях были приукрашены для усиления эмоционального напряжения.,Рассказы об авариях,были приукрашены для усиления эмоционального напряжения.,Рассказы об авариях [MASK],Рассказы об авариях [MASK] [MASK] для усиления эмоционального напряжения.,были приукрашены,False,False,0.023051738739013672,1.3027031421661377,4.237174034118652,10.54002571105957
484,5.0,61.0,2.0,S,S,S,S_S-S,Рассказ об аварии был приукрашен для усиления эмоционального напряжения.,Рассказ об аварии,был приукрашен для усиления эмоционального напряжения.,Рассказ об аварии [MASK],Рассказ об аварии [MASK] [MASK] для усиления эмоционального напряжения.,был приукрашен,True,True,2.105583667755127,-1.1765795946121216,10.93529224395752,5.556816101074219
485,6.0,61.0,2.0,S,S,P,P_S-S,Рассказ об аварии были приукрашены для усиления эмоционального напряжения.,Рассказ об аварии,были приукрашены для усиления эмоционального напряжения.,Рассказ об аварии [MASK],Рассказ об аварии [MASK] [MASK] для усиления эмоционального напряжения.,были приукрашены,True,True,2.105583667755127,-1.1765795946121216,10.93529224395752,5.556816101074219
486,7.0,61.0,2.0,S,P,S,S_S-P,Рассказ об авариях был приукрашен для усиления эмоционального напряжения.,Рассказ об авариях,был приукрашен для усиления эмоционального напряжения.,Рассказ об авариях [MASK],Рассказ об авариях [MASK] [MASK] для усиления эмоционального напряжения.,был приукрашен,True,True,1.182765245437622,-0.19699198007583618,10.363882064819336,6.497781276702881
487,8.0,61.0,2.0,S,P,P,P_S-P,Рассказ об авариях были приукрашены для усиления эмоционального напряжения.,Рассказ об авариях,были приукрашены для усиления эмоционального напряжения.,Рассказ об авариях [MASK],Рассказ об авариях [MASK] [MASK] для усиления эмоционального напряжения.,были приукрашены,True,True,1.182765245437622,-0.19699198007583618,10.363882064819336,6.497781276702881
488,1.0,62.0,2.0,P,S,P,P_P-S,Репортажи для газеты были написаны после разрешения публичной огласки.,Репортажи для газеты,были написаны после разрешения публичной огласки.,Репортажи для газеты [MASK],Репортажи для газеты [MASK] [MASK] после разрешения публичной огласки.,были написаны,False,False,-3.2626917362213135,-3.234438896179199,4.272427558898926,10.563888549804688
489,2.0,62.0,2.0,P,P,S,S_P-P,Репортажи для газет был написан после разрешения публичной огласки.,Репортажи для газет,был написан после разрешения публичной огласки.,Репортажи для газет [MASK],Репортажи для газет [MASK] [MASK] после разрешения публичной огласки.,был написан,False,False,-1.2398746013641357,0.2278655767440796,4.649807453155518,10.750411987304688
490,3.0,62.0,2.0,P,P,P,P_P-P,Репортажи для газет были написаны после разрешения публичной огласки.,Репортажи для газет,были написаны после разрешения публичной огласки.,Репортажи для газет [MASK],Репортажи для газет [MASK] [MASK] после разрешения публичной огласки.,были написаны,False,False,-1.2398746013641357,0.2278655767440796,4.649807453155518,10.750411987304688
491,4.0,62.0,2.0,S,S,S,S_S-S,Репортаж для газеты был написан после разрешения публичной огласки.,Репортаж для газеты,был написан после разрешения публичной огласки.,Репортаж для газеты [MASK],Репортаж для газеты [MASK] [MASK] после разрешения публичной огласки.,был написан,True,True,-3.5660555362701416,-5.6325507164001465,10.301983833312988,4.378339767456055
492,5.0,62.0,2.0,S,S,P,P_S-S,Репортаж для газеты были написаны после разрешения публичной огласки.,Репортаж для газеты,были написаны после разрешения публичной огласки.,Репортаж для газеты [MASK],Репортаж для газеты [MASK] [MASK] после разрешения публичной огласки.,были написаны,True,True,-3.5660555362701416,-5.6325507164001465,10.301983833312988,4.378339767456055
493,6.0,62.0,2.0,S,P,S,S_S-P,Репортаж для газет был написан после разрешения публичной огласки.,Репортаж для газет,был написан после разрешения публичной огласки.,Репортаж для газет [MASK],Репортаж для газет [MASK] [MASK] после разрешения публичной огласки.,был написан,True,True,-0.5685831308364868,-1.6204664707183838,10.412543296813965,5.401475429534912
494,7.0,62.0,2.0,S,P,P,P_S-P,Репортаж для газет были написаны после разрешения публичной огласки.,Репортаж для газет,были написаны после разрешения публичной огласки.,Репортаж для газет [MASK],Репортаж для газет [MASK] [MASK] после разрешения публичной огласки.,были написаны,True,True,-0.5685831308364868,-1.6204664707183838,10.412543296813965,5.401475429534912
495,8.0,62.0,2.0,P,S,S,S_P-S,Репортажи для газеты был написан после разрешения публичной огласки.,Репортажи для газеты,был написан после разрешения публичной огласки.,Репортажи для газеты [MASK],Репортажи для газеты [MASK] [MASK] после разрешения публичной огласки.,был написан,False,False,-3.2626917362213135,-3.234438896179199,4.272427558898926,10.563888549804688
496,1.0,63.0,2.0,P,P,S,S_P-P,Скандалы из-за статей был масштабным в глазах непосредственных участников.,Скандалы из-за статей,был масштабным в глазах непосредственных участников.,Скандалы из-за статей [MASK],Скандалы из-за статей [MASK] [MASK] в глазах непосредственных участников.,был масштабным,False,False,-0.13734358549118042,2.441251754760742,3.604592800140381,9.493905067443848
497,2.0,63.0,2.0,P,P,P,P_P-P,Скандалы из-за статей были масштабными в глазах непосредственных участников.,Скандалы из-за статей,были масштабными в глазах непосредственных участников.,Скандалы из-за статей [MASK],Скандалы из-за статей [MASK] [MASK] в глазах непосредственных участников.,были масштабными,False,False,-0.13734358549118042,2.441251754760742,3.604592800140381,9.493905067443848
498,3.0,63.0,2.0,S,S,S,S_S-S,Скандал из-за статьи был масштабным в глазах непосредственных участников.,Скандал из-за статьи,был масштабным в глазах непосредственных участников.,Скандал из-за статьи [MASK],Скандал из-за статьи [MASK] [MASK] в глазах непосредственных участников.,был масштабным,True,True,0.3461775779724121,-2.167710304260254,8.957805633544922,2.568787097930908
499,4.0,63.0,2.0,S,S,P,P_S-S,Скандал из-за статьи были масштабными в глазах непосредственных участников.,Скандал из-за статьи,были масштабными в глазах непосредственных участников.,Скандал из-за статьи [MASK],Скандал из-за статьи [MASK] [MASK] в глазах непосредственных участников.,были масштабными,True,True,0.3461775779724121,-2.167710304260254,8.957805633544922,2.568787097930908
500,5.0,63.0,2.0,S,P,S,S_S-P,Скандал из-за статей был масштабным в глазах непосредственных участников.,Скандал из-за статей,был масштабным в глазах непосредственных участников.,Скандал из-за статей [MASK],Скандал из-за статей [MASK] [MASK] в глазах непосредственных участников.,был масштабным,True,True,2.787281036376953,0.7052028179168701,9.286425590515137,3.5283889770507812
501,6.0,63.0,2.0,S,P,P,P_S-P,Скандал из-за статей были масштабными в глазах непосредственных участников.,Скандал из-за статей,были масштабными в глазах непосредственных участников.,Скандал из-за статей [MASK],Скандал из-за статей [MASK] [MASK] в глазах непосредственных участников.,были масштабными,True,True,2.787281036376953,0.7052028179168701,9.286425590515137,3.5283889770507812
502,7.0,63.0,2.0,P,S,S,S_P-S,Скандалы из-за статьи был масштабным в глазах непосредственных участников.,Скандалы из-за статьи,был масштабным в глазах непосредственных участников.,Скандалы из-за статьи [MASK],Скандалы из-за статьи [MASK] [MASK] в глазах непосредственных участников.,был масштабным,False,False,-1.4255294799804688,-0.28542232513427734,2.548680305480957,8.595364570617676
503,8.0,63.0,2.0,P,S,P,P_P-S,Скандалы из-за статьи были масштабными в глазах непосредственных участников.,Скандалы из-за статьи,были масштабными в глазах непосредственных участников.,Скандалы из-за статьи [MASK],Скандалы из-за статьи [MASK] [MASK] в глазах непосредственных участников.,были масштабными,False,False,-1.4255294799804688,-0.28542232513427734,2.548680305480957,8.595364570617676
504,1.0,64.0,2.0,P,P,P,P_P-P,Скидки от авиакомпаний были беспрецедентными из-за недавнего крушения самолёта.,Скидки от авиакомпаний,были беспрецедентными из-за недавнего крушения самолёта.,Скидки от авиакомпаний [MASK],Скидки от авиакомпаний [MASK] [MASK] из-за недавнего крушения самолёта.,были беспрецедентными,False,False,0.14850890636444092,3.6786866188049316,5.989927768707275,11.76933479309082
505,2.0,64.0,2.0,S,S,S,S_S-S,Скидка от авиакомпании была беспрецедентной из-за недавнего крушения самолёта.,Скидка от авиакомпании,была беспрецедентной из-за недавнего крушения самолёта.,Скидка от авиакомпании [MASK],Скидка от авиакомпании [MASK] [MASK] из-за недавнего крушения самолёта.,была беспрецедентной,True,True,0.7620912194252014,-3.5296883583068848,9.396601676940918,3.723005771636963
