,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,left,right,left_gpt_is_singular_score,left_gpt_is_plural_score
451,4.0,57.0,2.0,S,P,P,P_S-P,Мяч для игр были разработаны для детских дошкольных учреждений.,Мяч для игр,были разработаны для детских дошкольных учреждений.,0.72095597,-2.6842284
452,5.0,57.0,2.0,P,S,S,S_P-S,Мячи для игры был разработан для детских дошкольных учреждений.,Мячи для игры,был разработан для детских дошкольных учреждений.,-2.9582424,2.3648148
453,6.0,57.0,2.0,P,S,P,P_P-S,Мячи для игры были разработаны для детских дошкольных учреждений.,Мячи для игры,были разработаны для детских дошкольных учреждений.,-2.9582424,2.3648148
454,7.0,57.0,2.0,P,P,S,S_P-P,Мячи для игр был разработан для детских дошкольных учреждений.,Мячи для игр,был разработан для детских дошкольных учреждений.,-2.6109076,2.205049
455,8.0,57.0,2.0,P,P,P,P_P-P,Мячи для игр были разработаны для детских дошкольных учреждений.,Мячи для игр,были разработаны для детских дошкольных учреждений.,-2.6109076,2.205049
456,1.0,58.0,2.0,S,S,P,P_S-S,Перелом из-за падения были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падения,были тяжелыми из-за преклонного возраста альпиниста.,1.3004813,-3.3734987
457,2.0,58.0,2.0,S,P,S,S_S-P,Перелом из-за падений был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падений,был тяжелым из-за преклонного возраста альпиниста.,2.9942513,-2.196033
458,3.0,58.0,2.0,S,P,P,P_S-P,Перелом из-за падений были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падений,были тяжелыми из-за преклонного возраста альпиниста.,2.9942513,-2.196033
459,4.0,58.0,2.0,P,S,S,S_P-S,Переломы из-за падения был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падения,был тяжелым из-за преклонного возраста альпиниста.,-2.277732,0.5646069
460,5.0,58.0,2.0,P,S,P,P_P-S,Переломы из-за падения были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падения,были тяжелыми из-за преклонного возраста альпиниста.,-2.277732,0.5646069
461,6.0,58.0,2.0,P,P,S,S_P-P,Переломы из-за падений был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падений,был тяжелым из-за преклонного возраста альпиниста.,-0.6835634,2.1475263
462,7.0,58.0,2.0,P,P,P,P_P-P,Переломы из-за падений были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падений,были тяжелыми из-за преклонного возраста альпиниста.,-0.6835634,2.1475263
463,8.0,58.0,2.0,S,S,S,S_S-S,Перелом из-за падения был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падения,был тяжелым из-за преклонного возраста альпиниста.,1.3004813,-3.3734987
464,1.0,59.0,2.0,S,P,S,S_S-P,Пристань для яхт была мокрой из-за высоких штормовых волн.,Пристань для яхт,была мокрой из-за высоких штормовых волн.,2.4151912,-3.0664608
465,2.0,59.0,2.0,S,P,P,P_S-P,Пристань для яхт были мокрыми из-за высоких штормовых волн.,Пристань для яхт,были мокрыми из-за высоких штормовых волн.,2.4151912,-3.0664608
466,3.0,59.0,2.0,P,S,S,S_P-S,Пристани для яхты была мокрой из-за высоких штормовых волн.,Пристани для яхты,была мокрой из-за высоких штормовых волн.,0.042335913,2.4226775
467,4.0,59.0,2.0,P,S,P,P_P-S,Пристани для яхты были мокрыми из-за высоких штормовых волн.,Пристани для яхты,были мокрыми из-за высоких штормовых волн.,0.042335913,2.4226775
468,5.0,59.0,2.0,P,P,S,S_P-P,Пристани для яхт была мокрой из-за высоких штормовых волн.,Пристани для яхт,была мокрой из-за высоких штормовых волн.,-0.97888005,1.8444147
469,6.0,59.0,2.0,P,P,P,P_P-P,Пристани для яхт были мокрыми из-за высоких штормовых волн.,Пристани для яхт,были мокрыми из-за высоких штормовых волн.,-0.97888005,1.8444147
470,7.0,59.0,2.0,S,S,S,S_S-S,Пристань для яхты была мокрой из-за высоких штормовых волн.,Пристань для яхты,была мокрой из-за высоких штормовых волн.,2.5846577,-2.2284427
471,8.0,59.0,2.0,S,S,P,P_S-S,Пристань для яхты были мокрыми из-за высоких штормовых волн.,Пристань для яхты,были мокрыми из-за высоких штормовых волн.,2.5846577,-2.2284427
472,1.0,60.0,2.0,S,P,P,P_S-P,Пропуск из-за травм были согласованы с главным врачом команды.,Пропуск из-за травм,были согласованы с главным врачом команды.,2.64144,-1.9464142
473,2.0,60.0,2.0,P,S,S,S_P-S,Пропуски из-за травмы был согласован с главным врачом команды.,Пропуски из-за травмы,был согласован с главным врачом команды.,-1.4469553,2.433055
474,3.0,60.0,2.0,P,S,P,P_P-S,Пропуски из-за травмы были согласованы с главным врачом команды.,Пропуски из-за травмы,были согласованы с главным врачом команды.,-1.4469553,2.433055
475,4.0,60.0,2.0,P,P,S,S_P-P,Пропуски из-за травм был согласован с главным врачом команды.,Пропуски из-за травм,был согласован с главным врачом команды.,-2.714886,2.8875992
476,5.0,60.0,2.0,P,P,P,P_P-P,Пропуски из-за травм были согласованы с главным врачом команды.,Пропуски из-за травм,были согласованы с главным врачом команды.,-2.714886,2.8875992
477,6.0,60.0,2.0,S,S,S,S_S-S,Пропуск из-за травмы был согласован с главным врачом команды.,Пропуск из-за травмы,был согласован с главным врачом команды.,2.581084,-3.360402
478,7.0,60.0,2.0,S,S,P,P_S-S,Пропуск из-за травмы были согласованы с главным врачом команды.,Пропуск из-за травмы,были согласованы с главным врачом команды.,2.581084,-3.360402
479,8.0,60.0,2.0,S,P,S,S_S-P,Пропуск из-за травм был согласован с главным врачом команды.,Пропуск из-за травм,был согласован с главным врачом команды.,2.64144,-1.9464142
480,1.0,61.0,2.0,P,S,S,S_P-S,Рассказы об аварии был приукрашен для усиления эмоционального напряжения.,Рассказы об аварии,был приукрашен для усиления эмоционального напряжения.,-1.8868878,0.7738781
481,2.0,61.0,2.0,P,S,P,P_P-S,Рассказы об аварии были приукрашены для усиления эмоционального напряжения.,Рассказы об аварии,были приукрашены для усиления эмоционального напряжения.,-1.8868878,0.7738781
482,3.0,61.0,2.0,P,P,S,S_P-P,Рассказы об авариях был приукрашен для усиления эмоционального напряжения.,Рассказы об авариях,был приукрашен для усиления эмоционального напряжения.,-0.96359825,1.1407418
483,4.0,61.0,2.0,P,P,P,P_P-P,Рассказы об авариях были приукрашены для усиления эмоционального напряжения.,Рассказы об авариях,были приукрашены для усиления эмоционального напряжения.,-0.96359825,1.1407418
484,5.0,61.0,2.0,S,S,S,S_S-S,Рассказ об аварии был приукрашен для усиления эмоционального напряжения.,Рассказ об аварии,был приукрашен для усиления эмоционального напряжения.,2.144516,-4.4419165
485,6.0,61.0,2.0,S,S,P,P_S-S,Рассказ об аварии были приукрашены для усиления эмоционального напряжения.,Рассказ об аварии,были приукрашены для усиления эмоционального напряжения.,2.144516,-4.4419165
486,7.0,61.0,2.0,S,P,S,S_S-P,Рассказ об авариях был приукрашен для усиления эмоционального напряжения.,Рассказ об авариях,был приукрашен для усиления эмоционального напряжения.,1.9416878,-3.8844151
487,8.0,61.0,2.0,S,P,P,P_S-P,Рассказ об авариях были приукрашены для усиления эмоционального напряжения.,Рассказ об авариях,были приукрашены для усиления эмоционального напряжения.,1.9416878,-3.8844151
488,1.0,62.0,2.0,P,S,P,P_P-S,Репортажи для газеты были написаны после разрешения публичной огласки.,Репортажи для газеты,были написаны после разрешения публичной огласки.,-2.1256585,-0.070292905
489,2.0,62.0,2.0,P,P,S,S_P-P,Репортажи для газет был написан после разрешения публичной огласки.,Репортажи для газет,был написан после разрешения публичной огласки.,-2.1616986,1.2726002
490,3.0,62.0,2.0,P,P,P,P_P-P,Репортажи для газет были написаны после разрешения публичной огласки.,Репортажи для газет,были написаны после разрешения публичной огласки.,-2.1616986,1.2726002
491,4.0,62.0,2.0,S,S,S,S_S-S,Репортаж для газеты был написан после разрешения публичной огласки.,Репортаж для газеты,был написан после разрешения публичной огласки.,1.037828,-4.1553884
492,5.0,62.0,2.0,S,S,P,P_S-S,Репортаж для газеты были написаны после разрешения публичной огласки.,Репортаж для газеты,были написаны после разрешения публичной огласки.,1.037828,-4.1553884
493,6.0,62.0,2.0,S,P,S,S_S-P,Репортаж для газет был написан после разрешения публичной огласки.,Репортаж для газет,был написан после разрешения публичной огласки.,1.3215419,-1.4562315
494,7.0,62.0,2.0,S,P,P,P_S-P,Репортаж для газет были написаны после разрешения публичной огласки.,Репортаж для газет,были написаны после разрешения публичной огласки.,1.3215419,-1.4562315
495,8.0,62.0,2.0,P,S,S,S_P-S,Репортажи для газеты был написан после разрешения публичной огласки.,Репортажи для газеты,был написан после разрешения публичной огласки.,-2.1256585,-0.070292905
496,1.0,63.0,2.0,P,P,S,S_P-P,Скандалы из-за статей был масштабным в глазах непосредственных участников.,Скандалы из-за статей,был масштабным в глазах непосредственных участников.,-1.83593,0.46859658
497,2.0,63.0,2.0,P,P,P,P_P-P,Скандалы из-за статей были масштабными в глазах непосредственных участников.,Скандалы из-за статей,были масштабными в глазах непосредственных участников.,-1.83593,0.46859658
498,3.0,63.0,2.0,S,S,S,S_S-S,Скандал из-за статьи был масштабным в глазах непосредственных участников.,Скандал из-за статьи,был масштабным в глазах непосредственных участников.,1.2648786,-5.2631855
499,4.0,63.0,2.0,S,S,P,P_S-S,Скандал из-за статьи были масштабными в глазах непосредственных участников.,Скандал из-за статьи,были масштабными в глазах непосредственных участников.,1.2648786,-5.2631855
500,5.0,63.0,2.0,S,P,S,S_S-P,Скандал из-за статей был масштабным в глазах непосредственных участников.,Скандал из-за статей,был масштабным в глазах непосредственных участников.,0.88188773,-3.5466256
501,6.0,63.0,2.0,S,P,P,P_S-P,Скандал из-за статей были масштабными в глазах непосредственных участников.,Скандал из-за статей,были масштабными в глазах непосредственных участников.,0.88188773,-3.5466256
502,7.0,63.0,2.0,P,S,S,S_P-S,Скандалы из-за статьи был масштабным в глазах непосредственных участников.,Скандалы из-за статьи,был масштабным в глазах непосредственных участников.,-1.5422798,0.7791277
503,8.0,63.0,2.0,P,S,P,P_P-S,Скандалы из-за статьи были масштабными в глазах непосредственных участников.,Скандалы из-за статьи,были масштабными в глазах непосредственных участников.,-1.5422798,0.7791277
504,1.0,64.0,2.0,P,P,P,P_P-P,Скидки от авиакомпаний были беспрецедентными из-за недавнего крушения самолёта.,Скидки от авиакомпаний,были беспрецедентными из-за недавнего крушения самолёта.,-2.7320998,-0.06911278
505,2.0,64.0,2.0,S,S,S,S_S-S,Скидка от авиакомпании была беспрецедентной из-за недавнего крушения самолёта.,Скидка от авиакомпании,была беспрецедентной из-за недавнего крушения самолёта.,1.1262426,-3.646192
506,3.0,64.0,2.0,S,S,P,P_S-S,Скидка от авиакомпании были беспрецедентными из-за недавнего крушения самолёта.,Скидка от авиакомпании,были беспрецедентными из-за недавнего крушения самолёта.,1.1262426,-3.646192
507,4.0,64.0,2.0,S,P,S,S_S-P,Скидка от авиакомпаний была беспрецедентной из-за недавнего крушения самолёта.,Скидка от авиакомпаний,была беспрецедентной из-за недавнего крушения самолёта.,0.2648604,-4.1590776
508,5.0,64.0,2.0,S,P,P,P_S-P,Скидка от авиакомпаний были беспрецедентными из-за недавнего крушения самолёта.,Скидка от авиакомпаний,были беспрецедентными из-за недавнего крушения самолёта.,0.2648604,-4.1590776
509,6.0,64.0,2.0,P,S,S,S_P-S,Скидки от авиакомпании была беспрецедентной из-за недавнего крушения самолёта.,Скидки от авиакомпании,была беспрецедентной из-за недавнего крушения самолёта.,-2.4961302,-0.021433711
510,7.0,64.0,2.0,P,S,P,P_P-S,Скидки от авиакомпании были беспрецедентными из-за недавнего крушения самолёта.,Скидки от авиакомпании,были беспрецедентными из-за недавнего крушения самолёта.,-2.4961302,-0.021433711
511,8.0,64.0,2.0,P,P,S,S_P-P,Скидки от авиакомпаний была беспрецедентной из-за недавнего крушения самолёта.,Скидки от авиакомпаний,была беспрецедентной из-за недавнего крушения самолёта.,-2.7320998,-0.06911278
