,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,leftA,rightA,masked_leftA,masked_fullA,need_to_predict,left_bert_is_singular,left_bert_is_singular_score,left_bert_is_plural_score
379,4.0,48.0,2.0,S,P,S,S_S-P,Комната для вечеринок была просторной из-за малого количества мебели.,Комната для вечеринок была,просторной из-за малого количества мебели.,Комната для вечеринок была [MASK],Комната для вечеринок была [MASK] из-за малого количества мебели.,просторной,True,2.7792675495147705,1.8930811882019043
380,5.0,48.0,2.0,S,P,P,P_S-P,Комната для вечеринок были просторными из-за малого количества мебели.,Комната для вечеринок были,просторными из-за малого количества мебели.,Комната для вечеринок были [MASK],Комната для вечеринок были [MASK] из-за малого количества мебели.,просторными,False,2.48923397064209,3.9528489112854004
381,6.0,48.0,2.0,P,S,S,S_P-S,Комнаты для вечеринки была просторной из-за малого количества мебели.,Комнаты для вечеринки была,просторной из-за малого количества мебели.,Комнаты для вечеринки была [MASK],Комнаты для вечеринки была [MASK] из-за малого количества мебели.,просторной,True,2.529118776321411,1.9111653566360474
382,7.0,48.0,2.0,P,S,P,P_P-S,Комнаты для вечеринки были просторными из-за малого количества мебели.,Комнаты для вечеринки были,просторными из-за малого количества мебели.,Комнаты для вечеринки были [MASK],Комнаты для вечеринки были [MASK] из-за малого количества мебели.,просторными,False,2.324612617492676,3.8156838417053223
383,8.0,48.0,2.0,P,P,S,S_P-P,Комнаты для вечеринок была просторной из-за малого количества мебели.,Комнаты для вечеринок была,просторной из-за малого количества мебели.,Комнаты для вечеринок была [MASK],Комнаты для вечеринок была [MASK] из-за малого количества мебели.,просторной,True,2.452674150466919,2.0207748413085938
384,1.0,49.0,2.0,S,S,S,S_S-S,Кондиционер для помещения был неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещения был,неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещения был [MASK],Кондиционер для помещения был [MASK] из-за ошибки заводских сборщиков.,неисправен,True,4.422272682189941,1.7629503011703491
385,2.0,49.0,2.0,S,S,P,P_S-S,Кондиционер для помещения были неисправны из-за ошибки заводских сборщиков.,Кондиционер для помещения были,неисправны из-за ошибки заводских сборщиков.,Кондиционер для помещения были [MASK],Кондиционер для помещения были [MASK] из-за ошибки заводских сборщиков.,неисправны,False,3.6937551498413086,4.261880874633789
386,3.0,49.0,2.0,S,P,S,S_S-P,Кондиционер для помещений был неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещений был,неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещений был [MASK],Кондиционер для помещений был [MASK] из-за ошибки заводских сборщиков.,неисправен,True,4.114153861999512,1.603125810623169
387,4.0,49.0,2.0,S,P,P,P_S-P,Кондиционер для помещений были неисправны из-за ошибки заводских сборщиков.,Кондиционер для помещений были,неисправны из-за ошибки заводских сборщиков.,Кондиционер для помещений были [MASK],Кондиционер для помещений были [MASK] из-за ошибки заводских сборщиков.,неисправны,False,3.2207260131835938,4.012864589691162
388,5.0,49.0,2.0,P,S,S,S_P-S,Кондиционеры для помещения был неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещения был,неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещения был [MASK],Кондиционеры для помещения был [MASK] из-за ошибки заводских сборщиков.,неисправен,True,4.250044822692871,1.6328306198120117
389,6.0,49.0,2.0,P,S,P,P_P-S,Кондиционеры для помещения были неисправны из-за ошибки заводских сборщиков.,Кондиционеры для помещения были,неисправны из-за ошибки заводских сборщиков.,Кондиционеры для помещения были [MASK],Кондиционеры для помещения были [MASK] из-за ошибки заводских сборщиков.,неисправны,False,2.831961154937744,3.3557567596435547
390,7.0,49.0,2.0,P,P,S,S_P-P,Кондиционеры для помещений был неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещений был,неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещений был [MASK],Кондиционеры для помещений был [MASK] из-за ошибки заводских сборщиков.,неисправен,True,4.068326950073242,1.5081901550292969
391,8.0,49.0,2.0,P,P,P,P_P-P,Кондиционеры для помещений были неисправны из-за ошибки заводских сборщиков.,Кондиционеры для помещений были,неисправны из-за ошибки заводских сборщиков.,Кондиционеры для помещений были [MASK],Кондиционеры для помещений были [MASK] из-за ошибки заводских сборщиков.,неисправны,False,2.663724184036255,3.271122694015503
392,1.0,50.0,2.0,S,S,P,P_S-S,Коробка для краски были картонными из-за экологических убеждений производителя.,Коробка для краски были,картонными из-за экологических убеждений производителя.,Коробка для краски были [MASK],Коробка для краски были [MASK] из-за экологических убеждений производителя.,картонными,False,1.8073631525039673,2.2630808353424072
393,2.0,50.0,2.0,S,P,S,S_S-P,Коробка для красок была картонной из-за экологических убеждений производителя.,Коробка для красок была,картонной из-за экологических убеждений производителя.,Коробка для красок была [MASK],Коробка для красок была [MASK] из-за экологических убеждений производителя.,картонной,True,1.722546935081482,1.1583462953567505
394,3.0,50.0,2.0,S,P,P,P_S-P,Коробка для красок были картонными из-за экологических убеждений производителя.,Коробка для красок были,картонными из-за экологических убеждений производителя.,Коробка для красок были [MASK],Коробка для красок были [MASK] из-за экологических убеждений производителя.,картонными,False,1.5443110466003418,2.109428644180298
395,4.0,50.0,2.0,P,S,S,S_P-S,Коробки для краски была картонной из-за экологических убеждений производителя.,Коробки для краски была,картонной из-за экологических убеждений производителя.,Коробки для краски была [MASK],Коробки для краски была [MASK] из-за экологических убеждений производителя.,картонной,True,1.9464149475097656,1.3848248720169067
396,5.0,50.0,2.0,P,S,P,P_P-S,Коробки для краски были картонными из-за экологических убеждений производителя.,Коробки для краски были,картонными из-за экологических убеждений производителя.,Коробки для краски были [MASK],Коробки для краски были [MASK] из-за экологических убеждений производителя.,картонными,False,1.9491139650344849,2.3757681846618652
397,6.0,50.0,2.0,P,P,S,S_P-P,Коробки для красок была картонной из-за экологических убеждений производителя.,Коробки для красок была,картонной из-за экологических убеждений производителя.,Коробки для красок была [MASK],Коробки для красок была [MASK] из-за экологических убеждений производителя.,картонной,True,1.8183625936508179,1.2772164344787598
398,7.0,50.0,2.0,P,P,P,P_P-P,Коробки для красок были картонными из-за экологических убеждений производителя.,Коробки для красок были,картонными из-за экологических убеждений производителя.,Коробки для красок были [MASK],Коробки для красок были [MASK] из-за экологических убеждений производителя.,картонными,False,1.8297332525253296,2.3705170154571533
399,8.0,50.0,2.0,S,S,S,S_S-S,Коробка для краски была картонной из-за экологических убеждений производителя.,Коробка для краски была,картонной из-за экологических убеждений производителя.,Коробка для краски была [MASK],Коробка для краски была [MASK] из-за экологических убеждений производителя.,картонной,True,1.884165644645691,1.30318284034729
400,1.0,51.0,2.0,S,P,S,S_S-P,Лекарство от болезней было доступным для отдельных категорий граждан.,Лекарство от болезней было,доступным для отдельных категорий граждан.,Лекарство от болезней было [MASK],Лекарство от болезней было [MASK] для отдельных категорий граждан.,доступным,True,6.828037738800049,2.303558826446533
401,2.0,51.0,2.0,S,P,P,P_S-P,Лекарство от болезней были доступными для отдельных категорий граждан.,Лекарство от болезней были,доступными для отдельных категорий граждан.,Лекарство от болезней были [MASK],Лекарство от болезней были [MASK] для отдельных категорий граждан.,доступными,False,2.590001344680786,4.523508071899414
402,3.0,51.0,2.0,P,S,S,S_P-S,Лекарства от болезни было доступным для отдельных категорий граждан.,Лекарства от болезни было,доступным для отдельных категорий граждан.,Лекарства от болезни было [MASK],Лекарства от болезни было [MASK] для отдельных категорий граждан.,доступным,True,2.9463655948638916,0.3409305214881897
403,4.0,51.0,2.0,P,S,P,P_P-S,Лекарства от болезни были доступными для отдельных категорий граждан.,Лекарства от болезни были,доступными для отдельных категорий граждан.,Лекарства от болезни были [MASK],Лекарства от болезни были [MASK] для отдельных категорий граждан.,доступными,False,0.03327067196369171,6.023081302642822
404,5.0,51.0,2.0,P,P,S,S_P-P,Лекарства от болезней было доступным для отдельных категорий граждан.,Лекарства от болезней было,доступным для отдельных категорий граждан.,Лекарства от болезней было [MASK],Лекарства от болезней было [MASK] для отдельных категорий граждан.,доступным,True,2.977989912033081,0.16253024339675903
405,6.0,51.0,2.0,P,P,P,P_P-P,Лекарства от болезней были доступными для отдельных категорий граждан.,Лекарства от болезней были,доступными для отдельных категорий граждан.,Лекарства от болезней были [MASK],Лекарства от болезней были [MASK] для отдельных категорий граждан.,доступными,False,0.48440009355545044,5.873093605041504
406,7.0,51.0,2.0,S,S,S,S_S-S,Лекарство от болезни было доступным для отдельных категорий граждан.,Лекарство от болезни было,доступным для отдельных категорий граждан.,Лекарство от болезни было [MASK],Лекарство от болезни было [MASK] для отдельных категорий граждан.,доступным,True,6.637401103973389,2.106436252593994
407,8.0,51.0,2.0,S,S,P,P_S-S,Лекарство от болезни были доступными для отдельных категорий граждан.,Лекарство от болезни были,доступными для отдельных категорий граждан.,Лекарство от болезни были [MASK],Лекарство от болезни были [MASK] для отдельных категорий граждан.,доступными,False,1.5879977941513062,3.729379653930664
408,1.0,52.0,2.0,S,P,P,P_S-P,Лимузин для свадеб были белыми с яркими розовыми бантами.,Лимузин для свадеб были,белыми с яркими розовыми бантами.,Лимузин для свадеб были [MASK],Лимузин для свадеб были [MASK] с яркими розовыми бантами.,белыми,False,1.0719212293624878,3.374490737915039
409,2.0,52.0,2.0,P,S,S,S_P-S,Лимузины для свадьбы был белым с яркими розовыми бантами.,Лимузины для свадьбы был,белым с яркими розовыми бантами.,Лимузины для свадьбы был [MASK],Лимузины для свадьбы был [MASK] с яркими розовыми бантами.,белым,False,1.1368815898895264,1.2001954317092896
410,3.0,52.0,2.0,P,S,P,P_P-S,Лимузины для свадьбы были белыми с яркими розовыми бантами.,Лимузины для свадьбы были,белыми с яркими розовыми бантами.,Лимузины для свадьбы были [MASK],Лимузины для свадьбы были [MASK] с яркими розовыми бантами.,белыми,False,0.974045991897583,4.46544075012207
411,4.0,52.0,2.0,P,P,S,S_P-P,Лимузины для свадеб был белым с яркими розовыми бантами.,Лимузины для свадеб был,белым с яркими розовыми бантами.,Лимузины для свадеб был [MASK],Лимузины для свадеб был [MASK] с яркими розовыми бантами.,белым,False,2.0016584396362305,2.0147788524627686
412,5.0,52.0,2.0,P,P,P,P_P-P,Лимузины для свадеб были белыми с яркими розовыми бантами.,Лимузины для свадеб были,белыми с яркими розовыми бантами.,Лимузины для свадеб были [MASK],Лимузины для свадеб были [MASK] с яркими розовыми бантами.,белыми,False,0.6303306818008423,4.149170398712158
413,6.0,52.0,2.0,S,S,S,S_S-S,Лимузин для свадьбы был белым с яркими розовыми бантами.,Лимузин для свадьбы был,белым с яркими розовыми бантами.,Лимузин для свадьбы был [MASK],Лимузин для свадьбы был [MASK] с яркими розовыми бантами.,белым,True,4.621795654296875,1.8242257833480835
414,7.0,52.0,2.0,S,S,P,P_S-S,Лимузин для свадьбы были белыми с яркими розовыми бантами.,Лимузин для свадьбы были,белыми с яркими розовыми бантами.,Лимузин для свадьбы были [MASK],Лимузин для свадьбы были [MASK] с яркими розовыми бантами.,белыми,False,1.557011604309082,3.610583782196045
415,8.0,52.0,2.0,S,P,S,S_S-P,Лимузин для свадеб был белым с яркими розовыми бантами.,Лимузин для свадеб был,белым с яркими розовыми бантами.,Лимузин для свадеб был [MASK],Лимузин для свадеб был [MASK] с яркими розовыми бантами.,белым,True,4.3846025466918945,1.1309349536895752
416,1.0,53.0,2.0,P,S,S,S_P-S,Лозунги из листовки был придуман с целью привлечения внимания.,Лозунги из листовки был,придуман с целью привлечения внимания.,Лозунги из листовки был [MASK],Лозунги из листовки был [MASK] с целью привлечения внимания.,придуман,False,2.8039169311523438,4.584995269775391
417,2.0,53.0,2.0,P,S,P,P_P-S,Лозунги из листовки были придуманы с целью привлечения внимания.,Лозунги из листовки были,придуманы с целью привлечения внимания.,Лозунги из листовки были [MASK],Лозунги из листовки были [MASK] с целью привлечения внимания.,придуманы,False,1.2361177206039429,4.124148368835449
418,3.0,53.0,2.0,P,P,S,S_P-P,Лозунги из листовок был придуман с целью привлечения внимания.,Лозунги из листовок был,придуман с целью привлечения внимания.,Лозунги из листовок был [MASK],Лозунги из листовок был [MASK] с целью привлечения внимания.,придуман,False,2.5913898944854736,4.63931941986084
419,4.0,53.0,2.0,P,P,P,P_P-P,Лозунги из листовок были придуманы с целью привлечения внимания.,Лозунги из листовок были,придуманы с целью привлечения внимания.,Лозунги из листовок были [MASK],Лозунги из листовок были [MASK] с целью привлечения внимания.,придуманы,False,1.0178066492080688,4.192898273468018
420,5.0,53.0,2.0,S,S,S,S_S-S,Лозунг из листовки был придуман с целью привлечения внимания.,Лозунг из листовки был,придуман с целью привлечения внимания.,Лозунг из листовки был [MASK],Лозунг из листовки был [MASK] с целью привлечения внимания.,придуман,False,4.277807712554932,4.425198554992676
421,6.0,53.0,2.0,S,S,P,P_S-S,Лозунг из листовки были придуманы с целью привлечения внимания.,Лозунг из листовки были,придуманы с целью привлечения внимания.,Лозунг из листовки были [MASK],Лозунг из листовки были [MASK] с целью привлечения внимания.,придуманы,False,2.1089670658111572,5.376678943634033
422,7.0,53.0,2.0,S,P,S,S_S-P,Лозунг из листовок был придуман с целью привлечения внимания.,Лозунг из листовок был,придуман с целью привлечения внимания.,Лозунг из листовок был [MASK],Лозунг из листовок был [MASK] с целью привлечения внимания.,придуман,False,4.365143775939941,4.542482376098633
423,8.0,53.0,2.0,S,P,P,P_S-P,Лозунг из листовок были придуманы с целью привлечения внимания.,Лозунг из листовок были,придуманы с целью привлечения внимания.,Лозунг из листовок были [MASK],Лозунг из листовок были [MASK] с целью привлечения внимания.,придуманы,False,1.4850481748580933,5.222586631774902
424,1.0,54.0,2.0,P,S,P,P_P-S,Массовки для съемки были набраны из числа местных студентов.,Массовки для съемки были,набраны из числа местных студентов.,Массовки для съемки были [MASK],Массовки для съемки были [MASK] из числа местных студентов.,набраны,False,2.962310791015625,4.260367393493652
425,2.0,54.0,2.0,P,P,S,S_P-P,Массовки для съемок была набрана из числа местных студентов.,Массовки для съемок была,набрана из числа местных студентов.,Массовки для съемок была [MASK],Массовки для съемок была [MASK] из числа местных студентов.,набрана,True,3.306626558303833,0.998934805393219
426,3.0,54.0,2.0,P,P,P,P_P-P,Массовки для съемок были набраны из числа местных студентов.,Массовки для съемок были,набраны из числа местных студентов.,Массовки для съемок были [MASK],Массовки для съемок были [MASK] из числа местных студентов.,набраны,False,2.8952059745788574,4.2932562828063965
427,4.0,54.0,2.0,S,S,S,S_S-S,Массовка для съемки была набрана из числа местных студентов.,Массовка для съемки была,набрана из числа местных студентов.,Массовка для съемки была [MASK],Массовка для съемки была [MASK] из числа местных студентов.,набрана,True,4.286738872528076,2.7434887886047363
428,5.0,54.0,2.0,S,S,P,P_S-S,Массовка для съемки были набраны из числа местных студентов.,Массовка для съемки были,набраны из числа местных студентов.,Массовка для съемки были [MASK],Массовка для съемки были [MASK] из числа местных студентов.,набраны,False,4.809234142303467,5.630916595458984
429,6.0,54.0,2.0,S,P,S,S_S-P,Массовка для съемок была набрана из числа местных студентов.,Массовка для съемок была,набрана из числа местных студентов.,Массовка для съемок была [MASK],Массовка для съемок была [MASK] из числа местных студентов.,набрана,True,4.314057350158691,2.8508009910583496
430,7.0,54.0,2.0,S,P,P,P_S-P,Массовка для съемок были набраны из числа местных студентов.,Массовка для съемок были,набраны из числа местных студентов.,Массовка для съемок были [MASK],Массовка для съемок были [MASK] из числа местных студентов.,набраны,False,4.515074253082275,5.515873908996582
431,8.0,54.0,2.0,P,S,S,S_P-S,Массовки для съемки была набрана из числа местных студентов.,Массовки для съемки была,набрана из числа местных студентов.,Массовки для съемки была [MASK],Массовки для съемки была [MASK] из числа местных студентов.,набрана,True,3.6323509216308594,1.3178014755249023
432,1.0,55.0,2.0,P,P,S,S_P-P,Материалы для крыш был бракованным из-за нарушения режима хранения.,Материалы для крыш был,бракованным из-за нарушения режима хранения.,Материалы для крыш был [MASK],Материалы для крыш был [MASK] из-за нарушения режима хранения.,бракованным,True,-0.32761436700820923,-0.34980469942092896
433,2.0,55.0,2.0,P,P,P,P_P-P,Материалы для крыш были бракованными из-за нарушения режима хранения.,Материалы для крыш были,бракованными из-за нарушения режима хранения.,Материалы для крыш были [MASK],Материалы для крыш были [MASK] из-за нарушения режима хранения.,бракованными,False,0.8855260610580444,2.038045883178711
434,3.0,55.0,2.0,S,S,S,S_S-S,Материал для крыши был бракованным из-за нарушения режима хранения.,Материал для крыши был,бракованным из-за нарушения режима хранения.,Материал для крыши был [MASK],Материал для крыши был [MASK] из-за нарушения режима хранения.,бракованным,True,-1.273718237876892,-2.04257869720459
435,4.0,55.0,2.0,S,S,P,P_S-S,Материал для крыши были бракованными из-за нарушения режима хранения.,Материал для крыши были,бракованными из-за нарушения режима хранения.,Материал для крыши были [MASK],Материал для крыши были [MASK] из-за нарушения режима хранения.,бракованными,False,-1.3240206241607666,-0.47972097992897034
436,5.0,55.0,2.0,S,P,S,S_S-P,Материал для крыш был бракованным из-за нарушения режима хранения.,Материал для крыш был,бракованным из-за нарушения режима хранения.,Материал для крыш был [MASK],Материал для крыш был [MASK] из-за нарушения режима хранения.,бракованным,True,-0.38953444361686707,-0.9583384990692139
437,6.0,55.0,2.0,S,P,P,P_S-P,Материал для крыш были бракованными из-за нарушения режима хранения.,Материал для крыш были,бракованными из-за нарушения режима хранения.,Материал для крыш были [MASK],Материал для крыш были [MASK] из-за нарушения режима хранения.,бракованными,False,-0.8261282444000244,0.4488007426261902
438,7.0,55.0,2.0,P,S,S,S_P-S,Материалы для крыши был бракованным из-за нарушения режима хранения.,Материалы для крыши был,бракованным из-за нарушения режима хранения.,Материалы для крыши был [MASK],Материалы для крыши был [MASK] из-за нарушения режима хранения.,бракованным,True,-0.918090283870697,-1.2869784832000732
439,8.0,55.0,2.0,P,S,P,P_P-S,Материалы для крыши были бракованными из-за нарушения режима хранения.,Материалы для крыши были,бракованными из-за нарушения режима хранения.,Материалы для крыши были [MASK],Материалы для крыши были [MASK] из-за нарушения режима хранения.,бракованными,False,0.37453705072402954,0.9641749858856201
440,1.0,56.0,2.0,P,P,P,P_P-P,Моторы для лодок были заказаны с учётом пожеланий рыбаков.,Моторы для лодок были,заказаны с учётом пожеланий рыбаков.,Моторы для лодок были [MASK],Моторы для лодок были [MASK] с учётом пожеланий рыбаков.,заказаны,False,2.4878337383270264,6.653741836547852
441,2.0,56.0,2.0,S,S,S,S_S-S,Мотор для лодки был заказан с учётом пожеланий рыбаков.,Мотор для лодки был,заказан с учётом пожеланий рыбаков.,Мотор для лодки был [MASK],Мотор для лодки был [MASK] с учётом пожеланий рыбаков.,заказан,True,4.220780372619629,0.2193813920021057
442,3.0,56.0,2.0,S,S,P,P_S-S,Мотор для лодки были заказаны с учётом пожеланий рыбаков.,Мотор для лодки были,заказаны с учётом пожеланий рыбаков.,Мотор для лодки были [MASK],Мотор для лодки были [MASK] с учётом пожеланий рыбаков.,заказаны,False,3.8688504695892334,5.8129119873046875
443,4.0,56.0,2.0,S,P,S,S_S-P,Мотор для лодок был заказан с учётом пожеланий рыбаков.,Мотор для лодок был,заказан с учётом пожеланий рыбаков.,Мотор для лодок был [MASK],Мотор для лодок был [MASK] с учётом пожеланий рыбаков.,заказан,True,3.951995611190796,0.12665969133377075
444,5.0,56.0,2.0,S,P,P,P_S-P,Мотор для лодок были заказаны с учётом пожеланий рыбаков.,Мотор для лодок были,заказаны с учётом пожеланий рыбаков.,Мотор для лодок были [MASK],Мотор для лодок были [MASK] с учётом пожеланий рыбаков.,заказаны,False,3.4761734008789062,5.950927734375
445,6.0,56.0,2.0,P,S,S,S_P-S,Моторы для лодки был заказан с учётом пожеланий рыбаков.,Моторы для лодки был,заказан с учётом пожеланий рыбаков.,Моторы для лодки был [MASK],Моторы для лодки был [MASK] с учётом пожеланий рыбаков.,заказан,False,4.947978496551514,5.21805477142334
446,7.0,56.0,2.0,P,S,P,P_P-S,Моторы для лодки были заказаны с учётом пожеланий рыбаков.,Моторы для лодки были,заказаны с учётом пожеланий рыбаков.,Моторы для лодки были [MASK],Моторы для лодки были [MASK] с учётом пожеланий рыбаков.,заказаны,False,2.67075777053833,6.473534107208252
447,8.0,56.0,2.0,P,P,S,S_P-P,Моторы для лодок был заказан с учётом пожеланий рыбаков.,Моторы для лодок был,заказан с учётом пожеланий рыбаков.,Моторы для лодок был [MASK],Моторы для лодок был [MASK] с учётом пожеланий рыбаков.,заказан,False,4.954619884490967,5.107988357543945
448,1.0,57.0,2.0,S,S,S,S_S-S,Мяч для игры был разработан для детских дошкольных учреждений.,Мяч для игры был,разработан для детских дошкольных учреждений.,Мяч для игры был [MASK],Мяч для игры был [MASK] для детских дошкольных учреждений.,разработан,True,5.12589693069458,-0.3324020504951477
449,2.0,57.0,2.0,S,S,P,P_S-S,Мяч для игры были разработаны для детских дошкольных учреждений.,Мяч для игры были,разработаны для детских дошкольных учреждений.,Мяч для игры были [MASK],Мяч для игры были [MASK] для детских дошкольных учреждений.,разработаны,False,3.3518223762512207,6.097244739532471
450,3.0,57.0,2.0,S,P,S,S_S-P,Мяч для игр был разработан для детских дошкольных учреждений.,Мяч для игр был,разработан для детских дошкольных учреждений.,Мяч для игр был [MASK],Мяч для игр был [MASK] для детских дошкольных учреждений.,разработан,True,5.099591255187988,-0.22659224271774292
451,4.0,57.0,2.0,S,P,P,P_S-P,Мяч для игр были разработаны для детских дошкольных учреждений.,Мяч для игр были,разработаны для детских дошкольных учреждений.,Мяч для игр были [MASK],Мяч для игр были [MASK] для детских дошкольных учреждений.,разработаны,False,3.186387300491333,6.262989521026611
452,5.0,57.0,2.0,P,S,S,S_P-S,Мячи для игры был разработан для детских дошкольных учреждений.,Мячи для игры был,разработан для детских дошкольных учреждений.,Мячи для игры был [MASK],Мячи для игры был [MASK] для детских дошкольных учреждений.,разработан,True,5.141364097595215,4.733578205108643
453,6.0,57.0,2.0,P,S,P,P_P-S,Мячи для игры были разработаны для детских дошкольных учреждений.,Мячи для игры были,разработаны для детских дошкольных учреждений.,Мячи для игры были [MASK],Мячи для игры были [MASK] для детских дошкольных учреждений.,разработаны,False,0.7154593467712402,6.376856327056885
454,7.0,57.0,2.0,P,P,S,S_P-P,Мячи для игр был разработан для детских дошкольных учреждений.,Мячи для игр был,разработан для детских дошкольных учреждений.,Мячи для игр был [MASK],Мячи для игр был [MASK] для детских дошкольных учреждений.,разработан,True,5.242914199829102,5.026438236236572
455,8.0,57.0,2.0,P,P,P,P_P-P,Мячи для игр были разработаны для детских дошкольных учреждений.,Мячи для игр были,разработаны для детских дошкольных учреждений.,Мячи для игр были [MASK],Мячи для игр были [MASK] для детских дошкольных учреждений.,разработаны,False,0.4051715135574341,6.390385150909424
456,1.0,58.0,2.0,S,S,P,P_S-S,Перелом из-за падения были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падения были,тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падения были [MASK],Перелом из-за падения были [MASK] из-за преклонного возраста альпиниста.,тяжелыми,False,5.110043525695801,5.7141804695129395
457,2.0,58.0,2.0,S,P,S,S_S-P,Перелом из-за падений был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падений был,тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падений был [MASK],Перелом из-за падений был [MASK] из-за преклонного возраста альпиниста.,тяжелым,True,7.973936557769775,2.172637462615967
458,3.0,58.0,2.0,S,P,P,P_S-P,Перелом из-за падений были тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падений были,тяжелыми из-за преклонного возраста альпиниста.,Перелом из-за падений были [MASK],Перелом из-за падений были [MASK] из-за преклонного возраста альпиниста.,тяжелыми,False,4.455660343170166,6.089553356170654
459,4.0,58.0,2.0,P,S,S,S_P-S,Переломы из-за падения был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падения был,тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падения был [MASK],Переломы из-за падения был [MASK] из-за преклонного возраста альпиниста.,тяжелым,True,3.476076126098633,3.1828184127807617
460,5.0,58.0,2.0,P,S,P,P_P-S,Переломы из-за падения были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падения были,тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падения были [MASK],Переломы из-за падения были [MASK] из-за преклонного возраста альпиниста.,тяжелыми,False,4.894567489624023,8.101390838623047
461,6.0,58.0,2.0,P,P,S,S_P-P,Переломы из-за падений был тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падений был,тяжелым из-за преклонного возраста альпиниста.,Переломы из-за падений был [MASK],Переломы из-за падений был [MASK] из-за преклонного возраста альпиниста.,тяжелым,True,3.629188299179077,3.4196786880493164
462,7.0,58.0,2.0,P,P,P,P_P-P,Переломы из-за падений были тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падений были,тяжелыми из-за преклонного возраста альпиниста.,Переломы из-за падений были [MASK],Переломы из-за падений были [MASK] из-за преклонного возраста альпиниста.,тяжелыми,False,4.49124002456665,7.805723667144775
463,8.0,58.0,2.0,S,S,S,S_S-S,Перелом из-за падения был тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падения был,тяжелым из-за преклонного возраста альпиниста.,Перелом из-за падения был [MASK],Перелом из-за падения был [MASK] из-за преклонного возраста альпиниста.,тяжелым,True,7.425370693206787,2.34138822555542
464,1.0,59.0,2.0,S,P,S,S_S-P,Пристань для яхт была мокрой из-за высоких штормовых волн.,Пристань для яхт была,мокрой из-за высоких штормовых волн.,Пристань для яхт была [MASK],Пристань для яхт была [MASK] из-за высоких штормовых волн.,мокрой,True,0.5764203667640686,-0.3764919936656952
465,2.0,59.0,2.0,S,P,P,P_S-P,Пристань для яхт были мокрыми из-за высоких штормовых волн.,Пристань для яхт были,мокрыми из-за высоких штормовых волн.,Пристань для яхт были [MASK],Пристань для яхт были [MASK] из-за высоких штормовых волн.,мокрыми,False,0.6285797953605652,1.0699071884155273
466,3.0,59.0,2.0,P,S,S,S_P-S,Пристани для яхты была мокрой из-за высоких штормовых волн.,Пристани для яхты была,мокрой из-за высоких штормовых волн.,Пристани для яхты была [MASK],Пристани для яхты была [MASK] из-за высоких штормовых волн.,мокрой,True,0.6313135027885437,0.09720298647880554
467,4.0,59.0,2.0,P,S,P,P_P-S,Пристани для яхты были мокрыми из-за высоких штормовых волн.,Пристани для яхты были,мокрыми из-за высоких штормовых волн.,Пристани для яхты были [MASK],Пристани для яхты были [MASK] из-за высоких штормовых волн.,мокрыми,False,1.128488302230835,1.7340316772460938
468,5.0,59.0,2.0,P,P,S,S_P-P,Пристани для яхт была мокрой из-за высоких штормовых волн.,Пристани для яхт была,мокрой из-за высоких штормовых волн.,Пристани для яхт была [MASK],Пристани для яхт была [MASK] из-за высоких штормовых волн.,мокрой,True,0.9720702767372131,0.2551586925983429
